compyear,cash and cash equivalents,current assets,total assets,current liabilities,total liabilities,common shares,share capital,total capital,retained earnings,total shareholder's equity,net operating income,cogs,operating income,operating expense,working capital,r&d expense,expected credit impairment (loss) profit - operating expense,operating profit,finance costs,net income before tax,net income before interest and tax,cash flow from operations,cash flow from investing activities,cash flow from financing activities,long-term and short-term borrowings,net liabilities,Tobins Q,financial leverage,operating leverage,interest coverage ratio,roa - comprehensive income,roe - comprehensive income,cash flow adequacy ratio,cash reinvestment ratio,current ratio,quick ratio,interest expense ratio,interest expense ratio (B),total liabilities/total net worth,debt ratio,net worth/assets,long-term funding ratio (A),debt dependency ratio,contingent liabilities to net worth,operating profit/paid-in capital ratio,pre-tax net profit/paid-in capital ratio,retention ratio,dividend payout ratio
11032023,0.832644771851304,0.9919699835035105,1.4154002524129794,0.48430869535929344,1.1416988500894971,1.4813265856078996,1.4799222704675343,0.20435551225392543,1.1339692480821315,1.6973224990293345,-0.10331123369456191,-0.17820603026761545,-0.19456639366666456,0.12874699902817144,0.46270880190794234,-1.5983133752904428,0.0531933020386732,-0.12164161684750742,1.2643119759827381,-0.05597442494521509,-0.03454388031073837,-0.09989922029838821,-0.29289349918101304,-0.07588465547622779,1.1328560432847052,-0.06512581603590961,-0.6693512064580116,-0.030427953547898814,-0.08058920044130832,-0.010367476108176649,-0.21893914295920952,-0.2455943340576737,-0.15621631540850014,-0.25307567647835205,0.7178180103854763,0.9850841318559294,0.0296598678344677,1.7596065593226233,-0.21829094756390227,-0.27392032884025164,0.3072316003978151,0.6941214723225191,0.21442493502468093,4.818908915756403,-0.44053480538304135,-0.40073471348343875,-1.6188285929073998,0.7365103992160644
11032024,0.9201140130979192,0.9408160901172713,1.388863825911891,0.4041267115628131,1.116997451814254,1.4813265856078996,1.4799222704675343,0.2271668833445731,1.1253663512641117,1.6660223401733096,-0.08640332836380085,-0.17716021291087944,-0.18201029622064155,0.24015005866912684,0.4306375448506285,-1.5983133752904428,-0.01285475727474751,-0.12328938240938858,1.2983229474936961,0.00730816957610954,0.02939707683237859,-0.014216830569282569,0.5412309771006008,-0.3908302059829272,1.0706126699606073,-0.09386795312691404,-0.846962963665708,-0.006336944602181937,-0.008818553440659913,-0.010206945889817614,-0.547645301103004,-0.5059513277245438,-0.14623675280578663,-0.18671928962018008,0.7835176747371585,1.026196477953527,0.0022220737310974007,1.7694563826864422,-0.22113935921740077,-0.27762741589870366,0.3108917882619492,0.7384107001053596,0.16112248743614846,-0.21082424769700436,-0.4419593592595915,-0.29560292536430666,-1.2034942166340243,0.1756960453544574
11042023,0.5580109694659343,0.6638452527501132,1.2369693801959185,0.6249356299547452,0.5621952789243752,1.368446804839161,1.3677358945195697,-0.26746329722914536,1.6318456923076836,1.706879135812109,0.5861384961185738,0.3588699323596799,0.015692656225097797,0.21234086856149,0.017695300579408074,0.3624777093305584,-0.763805033579613,0.12315274840524813,0.5594647421690709,0.4367391660256469,0.4231897082379622,0.14287552272909,0.47103018045629214,-0.5265299295835733,0.4283274890339459,-0.24801028846241038,-0.32317760308140153,-0.0051538496875234985,-0.011979639416834213,-0.006390328151201319,0.5430197889674709,0.21455050867813816,0.0338364686917181,-0.055681350930925515,-0.19085607655586637,0.33286985128284935,-0.022436037795258185,0.147030351016781,-1.1760603087541,-1.3079708483087902,1.2904641803611958,-0.019533795056716718,-0.6607224330841999,-0.21082424769700436,-0.026171724929601587,0.492116723151338,-0.10046996743727828,0.026950996481340257
11042024,0.6366850220728748,0.7014965449461121,1.2718678462548392,0.5776105089706952,0.5221308502686709,1.3827105508082775,1.3819187433087805,-0.26799838826969213,1.6510308222592567,1.7694167669165897,0.6000660888311573,0.3694092129647852,0.025520091522562332,0.17126280249365713,0.07960317024701086,0.3583942111795664,-0.16077049088587694,0.13901501357238571,0.43186370657840695,0.2878987230653141,0.2731504777495464,0.1915337446989581,0.06082440098794522,-0.4341196303828634,0.39018262825731065,-0.32614081687883695,-0.50492545368606,-0.006336944602181937,-0.008818553440659913,-0.006716091130176836,0.9056971928528316,0.4254373868446057,0.05136870619507764,-0.03533464990369955,-0.007492590986724608,0.44972546030451277,-0.022253384057400134,-0.09103533695703628,-1.3100678878261127,-1.4266421799070301,1.3978296850654135,0.04458556005373747,-0.7414892626597822,-0.21082424769700436,-0.003744206594119978,0.22181640823895965,-0.7005863603968933,0.06919877004014008
11082023,-0.6629792790175433,0.5569063445227254,0.4608813284857358,0.48350092940943407,0.4879002715959452,0.9689538016297576,0.9697732396147897,-0.36031330831867026,-0.07062791080865753,0.4282228233684928,0.2820656630732601,0.10164619952031524,-0.10112797803571177,-0.4151263917581443,0.0077949990855959005,-1.5983133752904428,-0.21013959157489526,0.053541849663500375,0.5716040473052165,0.06272793772395499,0.05240676368228514,0.01881884646090509,0.06386788348752521,-0.14922284306646444,0.5273663554743517,0.054080077451483986,0.06862578431198499,-0.003576609898504278,0.011423956369123595,-0.00923114127037053,0.19289809486722323,0.21321684365686733,-0.046868081811437486,-0.05021661139691269,-0.07592959164712432,-0.7849176677388449,-0.01859300872613724,0.7839866412776685,0.24262766830089347,0.2816330779570915,-0.2513027783052338,-0.5427222630348607,0.44488364071158876,-0.21082424769700436,-0.010249577565058425,-0.011739940554113605,-0.651444377201673,0.06536249126544079
11082024,-0.23777727467356152,0.5625124223711709,0.49660389757696827,0.6386440220223609,0.5310408539855385,0.9689538016297576,0.9697732396147897,-0.36031330831867026,-0.05611839038556262,0.4478848790800507,0.2499996339003499,0.061622025418126156,-0.09312283829238001,-0.36544238455787276,-0.07420397952297972,-1.5983133752904428,-0.00023745898467983728,0.05874632665797624,0.5042396966984402,0.05204035512227769,0.04035385850606804,0.05491244227364482,-0.015317189536374412,-0.05644122039874205,0.5751013184151711,0.059211050656619316,-0.07838800427416986,-0.006336944602181937,-0.008818553440659913,-0.0091752407844619,0.20659959043436363,0.23525409298350622,-0.047699651363904694,0.04324338917769377,-0.43224864859155876,-0.9348697342087312,-0.018937334503855506,0.7839866412776685,0.29228597716614285,0.34104865150162983,-0.312199315207446,-0.7426196361210395,0.5087462998846991,-0.21082424769700436,0.0056442353227959775,-0.043088776860402495,-0.22307682187558403,0.034994459964674186
11092023,1.0937678001198967,0.6467837703588043,0.5772668170518898,-0.08430651278805892,-0.2445843981186436,0.8194241760025678,0.8204772452397798,-0.34117039816424877,0.44203705544827093,1.0159833660951996,0.4278392673893699,0.19816802524245,-0.01973801412451512,-0.1944213357564395,0.2696083496271129,-1.5983133752904428,-0.012937950190409738,0.12599746418281238,-0.9306868922836294,0.152392341180701,0.13051092068353148,0.028520652396371495,0.0716961946391009,-0.12802662102683146,-1.9388772753102217,-0.5317904060548371,-1.2480104648632215,-0.007520183348770985,-0.009224327273645512,0.03823811453996469,0.3496474947246094,0.04863768690509273,0.1668423060932182,-0.05099789704833027,1.2032943554342246,1.2361076278419498,-0.02331922971650307,-1.3918033723120413,-1.589058121737873,-1.6494694949139215,1.595674852418056,0.1638160762275464,-1.72611904638257,-0.21082424769700436,0.319123961804382,0.36348717562995464,-0.1689466304335777,0.03141809502323676
11092024,1.1161877930646908,0.6101534137419725,0.5578863908320859,-0.3588918283106097,-0.4947561767594569,0.8194241760025678,0.8204772452397798,-0.34114514511265326,0.4517186667747595,1.03387838424398,0.21903923566643507,0.019382413573028598,-0.08171508727839158,-0.22310476450865246,0.2865166727585968,-1.5983133752904428,0.23394131974721738,0.061083566105197794,-0.7728315168701053,0.07313237964107251,0.05181926340493013,-0.015289643980955553,0.1362928564087538,-0.15978432815454374,-1.9388772753102217,-0.5115401793995246,-1.2480104648632215,-0.006336944602181937,-0.008818553440659913,0.011484975918452807,0.33576544231871036,0.024673515779827328,0.07513012130837698,-0.23507810304409732,1.596965041763488,1.554664710571254,-0.023230676206602723,-1.3918033723120413,-1.9512820575324068,-1.8897179573175973,1.8026600393265986,0.19946277167268178,-1.72611904638257,-0.21082424769700436,0.08472600543530881,0.09577448615986557,-0.3406489785206093,0.04292166364072691
11102023,-0.6517539737204042,-0.15148116501020517,0.594448570023525,0.062135099395671405,0.13003282756229453,1.2475745554980164,1.2474737135806897,-0.23216491834831035,0.09961533250079377,0.928853280193678,-0.2688453051886406,-0.279693059939677,-0.2246678842595973,-0.9827578901140077,-0.18328752945910504,-1.5983133752904428,-0.2365068737751077,-0.05558376386950336,0.2820940377452708,-0.03373070070059009,-0.04860574583025671,-0.03353352674237742,0.20657743785990523,-0.18174407890801472,0.2040157569209647,-0.02671565171851585,0.24722105391506066,0.036177118247422244,0.0026219772236148018,-0.00976442251628144,-0.051300920102109925,-0.16000229424000345,-0.12300474949579017,-0.051778980897214555,-0.4468518759923203,-0.5190022764601826,-0.014356579864531066,0.8525723885976968,-0.9374817351584486,-1.078509232623451,1.079326947465734,0.9128538878373252,-0.44865526411727974,-0.21082424769700436,-0.3604676692882652,-0.3383603629484947,-0.6445910776009485,0.06483557954369093
11102024,-0.15732787107045146,-0.007240219857604389,0.6512068065045075,0.14590603276584752,0.20783929409732244,1.2475745554980164,1.2474737135806897,-0.2320560767703233,0.13027024264428017,0.9787825889106332,-0.11232282590875102,-0.2182335578376174,-0.16596226833243405,-0.749797598148749,-0.1600954008306128,-1.5983133752904428,0.028561309462593203,-0.0003127318100855593,0.2976624561738116,0.017181860704977667,0.002214624342276544,-0.022297014885995208,0.04582390214318498,0.0365940222503055,0.27899725398193964,-0.023790031566591718,0.3095660279591166,-0.006336944602181937,-0.008818553440659913,-0.009062756523612481,0.21782385688315223,0.01821597378039032,-0.1151772296907065,-0.03297849551881905,-0.3737663026833451,-0.3280174323064006,-0.01963537629713304,0.6244474358996692,-0.8749005604516344,-1.0142991864993565,1.0194624010246192,0.867834003756422,-0.3767106305793233,-0.21082424769700436,-0.2370441068136889,-0.22550514392965731,0.16745732966864924,0.009964771267273532
