compyear,cash and cash equivalents,current assets,total assets,current liabilities,total liabilities,common shares,share capital,total capital,retained earnings,total shareholder's equity,net operating income,cogs,operating income,operating expense,working capital,r&d expense,expected credit impairment (loss) profit - operating expense,operating profit,finance costs,net income before tax,net income before interest and tax,cash flow from operations,cash flow from investing activities,cash flow from financing activities,long-term and short-term borrowings,net liabilities,Tobins Q,financial leverage,operating leverage,interest coverage ratio,roa - comprehensive income,roe - comprehensive income,cash flow adequacy ratio,cash reinvestment ratio,current ratio,quick ratio,interest expense ratio,interest expense ratio (B),total liabilities/total net worth,debt ratio,net worth/assets,long-term funding ratio (A),debt dependency ratio,contingent liabilities to net worth,operating profit/paid-in capital ratio,pre-tax net profit/paid-in capital ratio,retention ratio,dividend payout ratio
11032014,1.1497122890027873,1.1387523421415437,1.3606141125370852,0.4971554550155449,1.1562142378095697,1.4695407671979281,1.4682146195999846,-0.062378989746442806,0.8957256768946925,1.5718289065072446,0.10271348556207331,0.027790470418632918,-0.2217713991879381,0.06791740103630224,0.6863018098863072,-1.5983133752904428,0.028561309462593203,-0.16341237955256296,1.2327413291810976,-0.07228977690044537,-0.052006970045579984,-0.006798635812660851,-0.3190679774039105,0.592670806121218,1.2101564934425753,0.06952486827906977,-0.73873371755004,-0.024497195818059533,-0.04617584792030349,-0.01041153388276151,-0.7001117916158662,-0.6200324810653242,-0.09614263217658177,-0.2475611919088643,0.9398431072069675,0.8813908284113011,0.03894622452470796,1.6758958400760562,-0.03414287701003821,-0.05211415016518824,0.08660445940359245,0.8917610522174737,0.43130694584337026,-0.21082424769700436,-0.48251608575257643,-0.42845013402208937,-2.2513059399171578,2.0044338047056582
11032015,0.7469009311132871,1.0013696431733845,1.2165163258034946,-0.02383039532976313,1.110095790160545,1.4695407671979281,1.4682146195999846,-0.04817920522838612,0.8935382511626742,1.3057152803246255,-0.12330765372229194,-0.10404931626564543,-0.3042941213548632,0.04188699969465473,0.651318903962081,-1.5983133752904428,0.028561309462593203,0.01398784340637053,1.3265441151512842,-0.032152509764258264,-0.006992936583533102,-0.02956756819522123,-0.05226263105349173,-0.2670975932968579,1.1823007204362028,0.16634800353170096,-0.73873371755004,0.04128534771313319,-0.02788075846128646,-0.010313837021897091,-1.914291966027251,-1.5996094022990486,-0.04338246925153163,-0.1735460321239392,1.5972467890953919,1.263078207630191,0.01249641508822889,1.8650749703532317,0.22392461361285382,0.2588647152190145,-0.22802612744357464,0.9722065373373823,0.6486687419018838,4.8189121656534795,-0.2523335567481924,-0.3594448172607513,0.6679999695953082,-0.020453289543796088
11032016,0.9289181143753744,0.9093988673737432,1.1833408001159371,0.14712178001891865,0.9525591788806311,1.4677183370035596,1.4664041545025388,-0.04362984984684878,0.88868053700354,1.405609554900422,-0.05214440123404078,-0.08417418199859053,-0.2451551464747009,0.19015462997837487,0.4839255564876322,-1.5983133752904428,0.028561309462593203,-0.23904385105596263,1.2283667559635878,-0.05675486578201512,-0.03778489598514852,-0.013632302295289528,1.31078282662231,-0.8133082801119245,0.999184923564239,0.06050995704330481,-1.1624205040827837,-0.019360995770322957,-0.03269912427796713,-0.010367476108176649,0.43453922844628656,0.38651518256214334,-0.09148152960417183,-0.1066757927912381,1.1939123099568405,1.0827568311940081,0.058323130266796114,1.7700975748229841,-0.1759216556888233,-0.22314515514518776,0.25700819378613005,1.0223249261558731,0.2945873124871551,4.818912165341886,-0.5578520013271332,-0.4016069860983631,-1.7314547720050864,0.9344567813821424
11032017,0.7362570323551677,0.8820964859355207,1.2401660128586374,0.25005763183957885,0.8722261594759481,1.4677183370035596,1.4664041545025388,-0.03405607427740595,0.9831883873155792,1.5709095381980596,-0.3227365189957026,-0.34087164109573276,-0.21007571393257307,0.12521429536473389,0.41741078675807575,-1.5983133752904428,0.028561309462593203,-0.15233817686463239,0.868548210745642,0.14647331272138714,0.1441156938174475,-0.015268871958330328,0.1390103508023266,-0.27346818525060845,0.9363282537531972,0.03242020457551064,-0.9604782357864801,-0.01975597011520563,-0.048436364902280475,-0.009310634495784101,1.3084244016413669,0.998832655609122,-0.1135088442375939,-0.13251801255222007,0.9719716921551995,0.6846921674123427,-0.018833889425436682,1.716937624744714,-0.5160739904511085,-0.6232553540695034,0.6481078043046178,0.8420275454773365,0.06677041850950166,4.818912163399689,-0.4718085829822909,-0.06790397602044934,0.37155371487580685,-0.002587351309529048
11032018,0.8015635362276832,1.0330529864465943,1.3252035562911728,0.4625812343764614,0.9957515087050262,1.4677183370035596,1.4664041545025388,-0.010382116756523103,1.059376751811464,1.6397967626002927,-0.32374451661810083,-0.34321147198270535,-0.20893423060545824,-0.10119189380974548,0.5326832536896108,-1.5983133752904428,0.051856138610079865,-0.10536233409292849,0.7871586796752077,0.015898206196495655,0.011922420981236824,-0.3046167748420575,0.26578350205611656,0.09056511883705778,0.9876231857991613,0.016994654087195346,-1.1206884798561205,-0.02568295952611009,-0.07011475811952066,-0.009871591926385521,0.18418886307283022,0.05318382171986505,-0.11302873269333741,-0.4147153854260317,0.8281703066086022,0.5601419850900188,-0.00837864592732837,1.7028442132005963,-0.3945687669313521,-0.482554518924615,0.5118078700382505,0.7727403965922782,0.07590983464899326,4.818912158252078,-0.42550481150795805,-0.2788191958935554,-1.1392817977760812,0.12891529485434952
11032019,0.837142367064003,0.9995649514208653,1.4562761251198997,0.5600840869543494,1.1835143896042286,1.4677183370035596,1.4664041545025388,0.042796563780821535,1.1850170374206914,1.7425968895466726,-0.3926645843038051,-0.37352302240992674,-0.22565599048050125,0.3036879170955258,0.4340250499813222,-1.5983133752904428,-0.027876860757803112,-0.2303512715096026,0.9879080821413612,0.12758363537649764,0.1302194626211268,-0.13306600013786984,-0.04612935331951657,0.3970977903302222,1.1323812489035943,-0.05671127300037994,-0.6020763083931678,-0.016201879700217317,-0.035533646160554926,-0.009581579026324416,1.211397331955509,0.9480012787618743,-0.14575987776874766,-0.3634708957848847,0.5839845778614309,0.8926538415164281,-0.016495423477525025,1.8474271826754691,-0.20349490582731541,-0.2564527722641517,0.28997289821425487,0.39546725064963323,0.1740054945031985,4.818912064228138,-0.5492792693780983,-0.09799062675619415,-0.16246688091728936,0.03099275112653782
11032020,1.197126658610759,1.0701484660252734,1.4891159770165927,0.4300615993895549,1.2066756296662497,1.4677183370035596,1.4664041545025388,0.08319342826241123,1.310716686053497,1.7882056018223242,-0.3345369172946201,-0.24999788847835458,-0.31823151088656737,0.2629431546868405,0.6046213673441183,-1.5983133752904428,0.03154675453382616,0.09405782288593657,1.1366751874425507,0.3455068587255192,0.35327669285098773,0.002766991105585952,0.23056029638155567,0.14825925252575858,1.1839669451943424,-0.09559539852982696,-0.8841967089619998,0.0023358758561781473,-0.02754423440409843,-0.009112465089124618,0.2440616533787219,0.14554227909217693,-0.14416494583121525,-0.2385566092282833,0.9487813959744925,1.1680242420333675,-0.019486513867863015,1.7867229805711673,-0.2213071370305524,-0.27762741589870366,0.3108917882619492,0.49483098115989144,0.19975783313068934,4.818911789898893,-0.11968950546058713,0.24144394113088413,-0.21487620327500612,0.03444990479905268
11032021,1.2610210409731377,1.0334334980730253,1.4824627179980654,0.3725423462195114,1.1542207977720966,1.4677183370035596,1.4664041545025388,0.14491038289034147,1.2580289523504367,1.8171853939711928,-0.2845564466569241,-0.2527929346565966,-0.25769611129312203,0.19550144922900212,0.5733524863888418,-1.5983133752904428,0.013194227446794266,-0.2652182709317044,1.1236526205223705,0.09462919707713636,0.10433667813713036,-0.14219682555831267,0.9808484149375075,-0.4585541416190452,1.1242519120995556,-0.14873207924224682,-0.8103163127344,-0.016596704241091803,-0.03720994828367068,-0.009851183566293102,0.13828604434071032,0.042798381948066885,-0.15355326156542434,-0.39858603882572813,0.9927802437603538,1.1986955617783996,-0.013761572393771668,1.7414365810727126,-0.3479770500364951,-0.42805809689784413,0.4586523617218914,0.6238046587143641,0.09929447822482192,4.818908627530349,-0.5839594351941894,-0.15052602994246136,-0.6420457415132175,0.06464035729310398
11032022,1.4001490797578782,0.981068547918506,1.4152109997805553,0.5099060968345892,1.1591868067318856,1.4677183370035596,1.4664041545025388,0.17810545402682548,1.1730540445444466,1.6816466567791994,-0.2746627038485075,-0.26802407388484845,-0.23808064177397056,0.15137561415886766,0.43468932864285875,-1.5983133752904428,0.03588423615208443,-0.215280585895683,1.156898859310328,-0.13316263975961884,-0.08496488476888724,-0.2139065220744623,0.5334324859834687,-0.08505043590930779,1.1393719729650307,-0.05457938183608206,-0.8103163127344,-0.019360995770322957,-0.040974464329500145,-0.010510369297489004,-1.268534519403483,-1.01447623338107,-0.1613367125829338,-0.36281677734755513,0.6497262092574227,0.9288502130426499,-0.08489381166076491,1.7788799666247648,-0.16821130456762406,-0.21416618463035988,0.24810927304413732,0.5818857104780928,0.23689379869534788,4.818911789898893,-0.5342432003757231,-0.48345502895489867,-0.23382779924232044,-0.9788558741329427
11042014,-0.4059688352244663,-0.09689644851091309,0.9677933583031082,0.1754020010301769,0.2894137920921103,1.3033021023727749,1.3029365738315326,-0.3296763636610926,0.8437281160992979,1.4047958682949337,0.3760123718796673,0.24345453282615295,-0.16209270810453114,-0.1606878447449325,-0.1994608167826895,0.12738433004268318,0.028561309462593203,-0.03149925489212823,-0.20405716496598553,0.22213279977712339,0.201545266160646,0.020879108923255698,0.004642381798760602,-0.08407200156422884,0.05581105880923389,-0.06786862264577136,-0.13013939491232243,-0.0051538496875234985,0.004865004822080861,0.000287367124255464,0.8000128696004422,0.3565847123343004,-0.05966090613142586,-0.1617227909877091,-0.6262365649037852,-0.04517205412027374,-0.02310429911836379,-0.8259694956310775,-1.2424508284905627,-1.3680011885950054,1.344939195450902,-0.13503221804674712,-0.917488832833009,-0.21082424769700436,-0.3121738786499798,0.16465702346149622,0.33818590053476283,-0.0005526039403956344
