compyear,cash and cash equivalents,current assets,total assets,current liabilities,total liabilities,common shares,share capital,total capital,retained earnings,total shareholder's equity,net operating income,cogs,operating income,operating expense,working capital,r&d expense,expected credit impairment (loss) profit - operating expense,operating profit,finance costs,net income before tax,net income before interest and tax,cash flow from operations,cash flow from investing activities,cash flow from financing activities,long-term and short-term borrowings,net liabilities,Tobins Q,financial leverage,operating leverage,interest coverage ratio,roa - comprehensive income,roe - comprehensive income,cash flow adequacy ratio,cash reinvestment ratio,current ratio,quick ratio,interest expense ratio,interest expense ratio (B),total liabilities/total net worth,debt ratio,net worth/assets,long-term funding ratio (A),debt dependency ratio,contingent liabilities to net worth,operating profit/paid-in capital ratio,pre-tax net profit/paid-in capital ratio,retention ratio,dividend payout ratio,tcri,cluster
55212023,0.582750319,0.7579149,0.356614958,0.457131616,0.245704266,1.130474885,1.130840784,-0.358995543,-0.163746677,0.483380758,0.315963615,0.212336588,-0.203580755,-0.41546021,0.196660046,-1.598313375,1.411052543,-0.0586145,-0.003963421,-0.05867524,-0.076528486,-0.054460094,-0.083887114,0.129737862,0.014248629,-0.39994589,0.020943367,0.015332213,-0.018429978,-0.00993962,-0.235257348,-0.271075913,3.077699965,-0.024324868,0.359928854,0.247047009,-0.012418077,-0.543360684,-0.22922098,-0.287162911,0.3203025,0.980379806,-0.434003958,-0.210824248,-0.363900905,-0.389782453,2.062557674,-0.108730074,8,1
55212024,0.779767824,1.030035131,0.611090239,0.938111179,0.684937419,1.130474885,1.130840784,-0.358995543,-0.161370552,0.479395796,0.517949968,0.416266471,-0.205416283,-0.126489656,0.200297924,-1.598313375,1.929504704,-0.094185792,0.21073766,-0.069638779,-0.085085902,0.31151324,-0.350177869,-0.0081233,0.083073755,-0.676776144,-1.381965248,-0.006336945,-0.008818553,-0.010323269,-0.423894273,-0.416550452,5.176790954,4.225956049,-0.163295509,0.021930326,0.035631313,-0.431059233,0.520322035,0.608115003,-0.588691837,0.989517191,-0.324777002,-0.210824248,-0.429744864,-0.419335652,2.062557674,-0.108730074,8,1
55222023,1.61614223,2.402316533,2.042494982,2.324655587,1.906700922,1.473758853,1.472404887,1.974311408,3.430736229,2.276719785,1.359906243,1.084540635,0.876964714,1.194142012,3.219231587,-1.598313375,0.028561309,0.817249773,0.94487911,0.851383873,0.845148735,0.154122964,-0.448771152,-0.823068249,1.874807784,1.038678598,-0.323177603,-0.006336945,-0.018535635,-0.006787194,0.054538978,0.106718944,-0.062474843,-0.028261115,-0.148497361,-1.768333052,-0.022112768,1.621707098,0.397634881,0.465654276,-0.440637584,2.420532289,0.582996108,4.818911616,1.036490576,0.985422421,0.057590136,0.059099681,5,1
55222024,1.383320184,2.452975403,2.086513075,2.404518021,1.974974027,1.473758853,1.472404887,1.987144603,3.509365472,2.292466075,1.379507906,1.087243926,0.963023727,1.321202375,3.348596213,-1.598313375,0.028561309,0.842498057,0.725745562,0.784087222,0.771310126,-1.350892429,0.587701221,0.10421578,1.939136953,1.316224139,-0.028044568,-0.006336945,-0.008818553,-0.005580351,0.020305305,0.079235013,-0.115238893,-0.028261115,-0.197473902,-2.285894891,-0.022471209,1.622852508,0.504545915,0.590218088,-0.570020842,2.43406619,0.642880809,4.818911472,1.076497451,0.887448613,0.186923256,0.055677446,5,1
55252023,-1.000395555,1.176971686,0.857937886,1.236711405,1.023635122,0.637590754,0.638700506,-0.168117383,0.059589339,0.438359283,0.271857861,0.017306432,-0.014675375,0.086908006,0.08659968,-1.598313375,0.028561309,0.105203473,0.189434504,0.103321797,0.086490784,0.067017262,0.093932341,-0.329949374,0.990086189,0.281733804,-0.028044568,-0.006336945,-0.012595993,-0.007359794,0.075397213,0.47139483,-0.181400113,0.540162219,-0.551014556,-3.595594402,-0.021834999,1.586438186,1.184080506,1.30621726,-1.333628928,1.459287064,1.245696943,-0.210824248,0.375333883,0.323023862,0.153411261,0.01083912,6,1
55252024,-1.468368557,1.209727698,0.883425418,1.260891102,1.040100309,0.692880319,0.693998413,-0.162962946,0.071661622,0.482738351,0.197746534,-0.039892925,-0.04192801,0.089957279,0.112527073,-1.598313375,0.028561309,0.075240927,0.322180422,0.074213681,0.059252054,0.026550564,0.093556394,-0.22776048,0.961893261,0.267457702,0.137805198,-0.006336945,-0.008818553,-0.008398791,0.010552896,0.313910405,-0.168298278,0.228514163,-0.53491131,-3.589164594,-0.020943733,1.661316346,1.156999201,1.28069468,-1.305794766,1.495684808,1.146949865,-0.210824248,0.210351898,0.171340533,0.481402016,-0.009246914,6,1
55312023,-0.471702134,1.499426431,1.495897991,1.625343878,1.608705217,1.622440339,1.619991485,-0.343015263,-0.095123614,1.060470826,0.07434046,-0.132048508,-0.080995108,0.87385685,0.089060312,-1.598313375,-0.471904679,-0.17134123,2.144028483,-0.285738216,-0.015488786,-0.333041812,-0.16663356,0.67988192,1.618731916,0.927896973,-0.323177603,-0.036759803,-0.0521138,-0.010483964,-0.512889442,-0.586996775,-0.145387097,-0.384327405,-0.747821756,-2.366279796,0.251327857,2.105451386,1.471896301,1.558970579,-1.611975148,-0.326752447,1.5885355,-0.210824248,-0.468921968,-0.57845668,-0.233827799,-0.108730074,8,1
55342023,0.707545994,2.005348224,1.566710938,1.868310228,1.501588488,0.670498361,0.671615726,0.222469603,1.81698646,1.607721465,0.752465246,0.422725506,0.259714778,0.332178325,1.690849996,-1.598313375,0.028561309,0.371448689,0.05251306,0.392951505,0.372768874,0.318859631,0.077990219,-0.642994968,1.484694233,0.678804971,-0.05304363,-0.007125754,-0.017061508,-0.0009414,0.069256818,0.171999801,-0.162996134,0.298475707,-0.10148388,-2.514838573,-0.022993456,1.55390508,0.537971748,0.628555222,-0.610041348,2.311749328,0.770929511,-0.210824248,1.460381223,1.400410378,-0.88742809,0.085057355,5,1
55342024,0.832704048,2.020228965,1.581403329,1.86412023,1.497889038,0.670498361,0.671615726,0.222469603,1.901926756,1.655035538,0.907183317,0.51154488,0.497653364,0.618228458,1.807968953,-1.598313375,0.028561309,0.578931155,0.463145774,0.589654029,0.572892024,0.142464052,0.103335752,-0.350349598,1.496746722,0.680235817,0.020943367,-0.006336945,-0.008818553,-0.004392198,0.321899608,0.456280217,-0.163656874,-0.216838309,-0.05754246,-2.179427133,-0.022738087,1.459413114,0.468850657,0.54875712,-0.526845573,2.327701281,0.73861075,-0.210824248,2.316319774,2.123360255,2.062557674,-0.108730074,5,1
56072023,-0.280099787,-0.745944797,1.157546253,0.332800032,1.190096692,0.80670128,0.807766283,1.033163324,0.071733461,1.015914408,-0.104139943,-0.430148805,-0.004025094,0.069743372,-0.42468975,-1.598313375,-0.098220134,0.118650242,1.317150584,0.083899582,0.106089315,0.098145343,-0.608910901,1.058413421,1.158522667,0.37145982,0.554351221,0.00469995,-0.001410977,-0.010026813,0.045966218,0.219887669,0.014755739,0.080270358,-2.587584278,-0.844902183,-0.012187453,1.898428934,0.740911309,0.855526915,-0.848934661,0.615322566,0.907207963,-0.210824248,0.301988617,0.139933817,0.706572465,-0.022757821,6,1
56072024,-0.197417699,-0.701779234,1.200650198,0.459673959,1.234139526,0.875371939,0.876357908,1.044418844,0.117379276,1.052182005,0.01485484,-0.336828594,0.032045822,0.094774663,-0.484552566,-1.598313375,0.056910994,0.155042631,1.563056099,0.096309671,0.139854625,0.125561516,-0.287853547,0.246558645,1.212931451,0.418854929,0.204305575,-0.006336945,-0.008818553,-0.010129261,-0.069382851,0.044095446,0.036039988,0.138787328,-2.920946088,-0.980897273,-0.003680965,1.867782382,0.774382952,0.892012373,-0.887652913,0.62303297,0.954188093,-0.210824248,0.375801519,0.140628376,-0.045079719,0.023379641,6,1
