compyear,cash and cash equivalents,current assets,total assets,current liabilities,total liabilities,common shares,share capital,total capital,retained earnings,total shareholder's equity,net operating income,cogs,operating income,operating expense,working capital,r&d expense,expected credit impairment (loss) profit - operating expense,operating profit,finance costs,net income before tax,net income before interest and tax,cash flow from operations,cash flow from investing activities,cash flow from financing activities,long-term and short-term borrowings,net liabilities,Tobins Q,financial leverage,operating leverage,interest coverage ratio,roa - comprehensive income,roe - comprehensive income,cash flow adequacy ratio,cash reinvestment ratio,current ratio,quick ratio,interest expense ratio,interest expense ratio (B),total liabilities/total net worth,debt ratio,net worth/assets,long-term funding ratio (A),debt dependency ratio,contingent liabilities to net worth,operating profit/paid-in capital ratio,pre-tax net profit/paid-in capital ratio,retention ratio,dividend payout ratio,tcri,cluster
11102015,-0.233195212,-0.351987142,0.41264758,-0.905144179,-0.743982388,1.247574555,1.247473714,-0.23416757,0.06029797,0.891318788,-0.402005555,-0.364998857,-0.236849888,-1.687593887,-0.100167011,-1.598313375,0.028561309,-0.053142392,-1.184715395,-0.042886189,-0.064183409,-0.04310294,0.160716261,-0.081698195,-1.938877275,-0.148134006,0.091992402,-0.007125754,-0.009630707,0.007642121,-0.513917475,-0.453016249,-0.032743751,-0.143059955,1.258740356,0.99875578,-0.023241911,-1.277700858,-2.130236133,-1.988851355,1.885798706,1.483029574,-1.726119046,-0.210824248,-0.35494151,-0.359168421,-0.717673077,0.07055848,6,0
11102016,-0.313368247,-0.336963618,0.397684534,-1.179033245,-0.926566859,1.247574555,1.247473714,-0.234058194,0.059505016,0.891434008,-0.549912071,-0.432898964,-0.261817795,-1.467321147,-0.08306451,-1.598313375,0.028561309,-0.094965751,-1.367596552,-0.027459318,-0.0488257,-0.169732629,0.213464322,-0.053943396,-1.938877275,-0.134921382,0.160262474,-0.007520183,-0.029123161,0.035774353,-0.257289615,-0.319229119,-0.087160643,-0.411495551,1.718078776,1.165774164,-0.023330075,-1.314953382,-2.35637586,-2.097942,1.975463827,1.642738888,-1.726119046,-0.210824248,-0.424940348,-0.324323843,0.051057837,0.017259726,6,0
11102017,-0.458683654,-0.287357442,0.411180774,-0.796476539,-0.706373104,1.247574555,1.247473714,-0.23254661,0.059847464,0.885333278,-0.453313471,-0.354305788,-0.279706856,-1.379618329,-0.092026137,-1.598313375,0.028561309,-0.117792964,-1.386935262,-0.060047858,-0.081418828,-0.130042685,0.121982098,-0.021967997,-0.558165369,-0.107059695,-0.003384343,-0.007520183,-0.02368125,0.007098909,-0.295215398,-0.339048461,-0.154955258,-0.321952578,1.152707583,0.553154559,-0.023223162,-1.352979564,-2.075823138,-1.960096289,1.861835813,1.682089631,-1.359579436,-0.210824248,-0.455686759,-0.398703976,-1.003926807,0.096833543,6,0
11102018,-0.879980656,-0.323520747,0.40110354,-0.866782577,-0.750582569,1.247574555,1.247473714,-0.232492135,0.077079853,0.878517064,-0.468835971,-0.414977733,-0.23583514,-1.285532673,-0.095967078,-1.598313375,0.080473038,-0.05948359,-0.988101924,-0.058473625,-0.079663507,-0.072205908,0.09627015,-0.071067264,-0.831905508,-0.101595525,0.289048467,-0.006336945,0.002328418,-0.004901764,-0.331522552,-0.357413263,-0.171105566,-0.224587779,1.228831692,0.469899536,-0.022746516,-1.170359437,-2.126251369,-1.987011533,1.88426939,1.7021535,-1.568165622,-0.210824248,-0.369202977,-0.394948909,-0.889910848,0.085287174,6,0
11102019,-0.904204877,-0.325124061,0.442418407,-0.565247415,-0.440311384,1.247574555,1.247473714,-0.232437667,0.073998713,0.884447542,-0.505091767,-0.423125328,-0.24767359,-1.411737247,-0.12122013,-1.598313375,-0.01377069,-0.070983368,-0.479548961,-0.064634543,-0.084976166,-0.047791352,0.047572147,-0.001860295,-0.477492778,-0.096411978,0.289048467,-0.022126224,-0.132950782,-0.009497029,-0.282624401,-0.330594498,-0.15798851,-0.126467076,0.66363965,0.174940163,-0.016721079,-0.973721154,-1.72106274,-1.742885599,1.677007174,1.685870486,-1.280596108,-0.210824248,-0.392366861,-0.409514026,-1.269814253,0.240169346,6,0
11102020,-1.031022204,-0.351977952,0.452530461,-0.507444875,-0.361719033,1.247574555,1.247473714,-0.232383206,0.071167812,0.882208665,-0.502630252,-0.417242102,-0.250549392,-1.340954827,-0.133691187,-1.598313375,0.035437445,-0.078765295,-0.399847392,-0.072729689,-0.092766484,-0.057704597,0.079170173,-0.040997433,-0.430483656,-0.088805254,0.309566028,-0.014228029,-0.050079642,-0.010273045,-0.378324289,-0.381845739,-0.171844956,-0.167647017,0.504704584,0.028251857,-0.007546002,-1.004947591,-1.60932992,-1.664088132,1.608469168,1.640016283,-1.229874114,-0.210824248,-0.402835089,-0.428142958,-1.387818547,0.383446808,6,0
11102021,-0.362020099,-0.313708974,0.535329843,0.040222724,-0.011207617,1.247574555,1.247473714,-0.232328235,0.082414494,0.898361427,-0.405712792,-0.366546419,-0.237705224,-1.133760819,-0.221030073,-1.598313375,-0.240630111,-0.065464678,-0.167570452,-0.041791416,-0.060856832,-0.034868802,-0.09840081,0.368383285,0.164468348,-0.040025792,0.536865261,0.447689569,0.050737206,-0.009061855,-0.195511714,-0.272841142,-0.109668835,-0.047089463,-0.711611157,-0.597593412,-0.019767569,-0.388577666,-1.117702032,-1.253867492,1.241089269,0.719516517,-0.483962485,-0.210824248,-0.382585382,-0.356684105,-0.77166426,0.074955728,6,0
12032018,0.423644183,0.248709796,0.381609213,0.004936868,0.205674698,0.48454571,0.485520045,-0.273691346,0.073988144,0.557765988,0.407194028,0.087039827,0.090641889,0.673048983,-0.013527755,-0.26078881,0.031022602,0.123570513,-0.172974668,0.13434653,0.11446136,0.030339098,0.003912901,-0.237483126,-0.111022391,-0.209268844,-0.442546465,-0.007125754,-0.017061508,-0.003077571,0.635538963,0.459026593,0.114531561,-0.07511438,0.411646941,0.33171397,-0.022775924,-0.797992738,-0.382883001,-0.469183454,0.498784411,-0.476979624,-0.667308282,-0.210824248,0.591316688,0.583161039,-0.039656356,0.023031837,5,0
12032020,0.633113214,0.289135672,0.408306928,-0.01045206,0.179388347,0.48454571,0.485520045,-0.223379703,0.126687296,0.619674683,0.402813338,0.07064601,0.103536554,0.732290395,0.010866978,-0.311781425,0.136711232,0.123248349,-0.062663335,0.11878797,0.099652761,0.079605756,0.037235996,-0.176234533,-0.068841324,-0.19576529,0.225901753,-0.007125754,-0.016851786,-0.004974417,0.220319825,0.079887864,0.08593667,0.213610506,0.511237013,0.324257868,-0.022567094,-0.770508679,-0.498527518,-0.603320349,0.628879655,-0.397725891,-0.642689329,-0.210824248,0.58969774,0.511099477,-0.224896391,0.035115424,5,0
12132014,-0.886573011,-1.87198949,-1.844848048,-1.722848436,-1.886530556,-1.522034657,-1.535346952,-0.335570406,-0.204718336,-1.428253297,-1.016398091,-0.754465233,-0.244538901,-1.459841516,-0.230742332,-1.598313375,0.028561309,-0.06539378,-1.584208164,-0.070616991,-0.092054232,-0.069776713,0.095092657,-0.024349329,-1.938877275,-0.092463776,0.82251106,-0.007125754,0.086693831,0.000896397,-0.236420272,-0.295627569,0.423740542,0.030436245,0.865911943,1.020819812,-0.023029418,-1.314953382,-1.288972768,-1.408389833,1.381402169,-0.404033547,-1.726119046,-0.210824248,-0.324772831,-0.340261594,2.062557674,-0.108730074,7,0
12132015,-0.725540018,-1.717863525,-1.796474949,-1.605202379,-1.78721749,-1.522034657,-1.535346952,-0.335570406,-0.202213901,-1.404940326,-0.987232204,-0.741587516,-0.24285485,-1.442673681,-0.226481901,-1.598313375,0.028561309,-0.063855816,-1.998860657,-0.069491494,-0.090944694,-0.066435158,0.094805719,-0.02448709,-1.938877275,-0.097172827,-0.003384343,-0.007520183,0.041455476,0.07964086,-0.169594044,-0.253926554,0.473544266,0.188844629,0.824736314,0.977609471,-0.023351604,-1.391803372,-1.178061342,-1.309665543,1.292006546,-0.367772784,-1.726119046,-0.210824248,-0.288952435,-0.314422819,2.062557674,-0.108730074,7,0
12132016,-0.853474271,-1.806880865,-1.786801876,-1.6120536,-1.820091686,-1.366899114,-1.378404037,-0.335570406,-0.207739497,-1.383909632,-1.04330841,-0.762311901,-0.247441246,-1.625444485,-0.230221409,-1.598313375,0.028561309,-0.065666084,-1.470106012,-0.070141244,-0.091560141,-0.070114349,0.082688674,-0.025982089,-1.938877275,-0.093349838,0.427406912,-0.006731341,0.088757762,-0.002234451,-0.193161792,-0.268130099,0.153683051,0.006529836,0.725253315,0.894983109,-0.022936924,-1.277700858,-1.244153943,-1.369136884,1.345966595,-0.353335577,-1.726119046,-0.210824248,-0.336412856,-0.338088995,2.062557674,-0.108730074,7,0
12132017,-0.953268467,-1.771621894,-1.770176648,-1.559243066,-1.769276182,-1.366899114,-1.378404037,-0.335570406,-0.207435626,-1.381209481,-1.063760575,-0.766095346,-0.250332847,-1.663120062,-0.229859977,-1.598313375,0.028561309,-0.068460505,-1.252880092,-0.073466582,-0.094847329,-0.090091052,0.092239637,-0.011141418,-0.910081327,-0.087456838,0.309566028,-0.018571104,-2.266064137,-0.009341361,-0.37281109,-0.377561124,-0.02518094,-0.481071548,0.662421182,0.848362892,-0.013968655,-1.170359437,-1.177660836,-1.309665543,1.292006546,-0.502799674,-1.013279925,-0.210824248,-0.393462445,-0.408924634,2.062557674,-0.108730074,7,0
12132018,-2.251961952,-2.013960152,-1.301813817,-0.942768989,-0.725573819,-1.366899114,-1.378404037,-0.335570406,-0.22150721,-1.511762913,-1.117544744,-0.787943691,-0.25316505,-1.718190363,-0.263020917,-1.598313375,0.033806354,-0.072117074,-0.498702928,-0.106867033,-0.127879308,-0.084518989,-0.031708353,0.184572901,-0.146259664,-0.048339541,-0.238089116,-0.018571104,-0.185762503,-0.013097897,-1.178680192,-0.988642208,-0.107540722,-0.347072531,-1.264854899,-0.336979004,-0.024921945,0.296411419,0.530839017,0.620380843,-0.6015001,-0.162667274,0.809757355,-0.210824248,-0.446524985,-0.874719111,-0.233827799,-0.108730074,9,0
12132019,-2.323915269,-2.345750727,-1.380389506,-1.612324467,-0.781594251,-1.366899114,-1.378404037,-0.335570406,-0.233466678,-1.58184149,-1.30296824,-0.867267966,-0.258448768,-1.739082339,-0.247193434,-1.598313375,-0.006495465,-0.081153677,-0.138899108,-0.098182371,-0.114981754,-0.097287338,0.114530454,-0.021271279,-0.140870922,-0.045262572,-0.504925454,-0.016991547,-0.059456308,-0.011067592,-0.730394444,-0.727339463,-0.180595975,-0.489290683,-0.010830895,0.281577992,-0.031050039,1.343635229,0.520498093,0.608626182,-0.589225429,-0.839546308,0.888300786,-0.210824248,-0.578014083,-0.752478458,-0.233827799,-0.108730074,9,0
12132020,-2.471951189,-2.362879943,-1.388906157,-0.768659871,-0.765875159,-1.366899114,-1.378404037,-0.335570406,-0.243773301,-1.629144454,-1.338835683,-0.870117254,-0.262792854,-1.837224736,-0.288237612,-1.598313375,0.024056765,-0.086642161,-0.048522982,-0.088593387,-0.103510845,-0.075986994,0.09211932,-0.019101539,-0.132624105,-0.044297559,-0.266045982,-0.01620188,-0.048058397,-0.010705531,-0.621089586,-0.624403595,-0.205236365,-0.222479263,-2.549012095,-1.026182962,-0.04093689,1.516230939,0.600699467,0.699984988,-0.68486058,-1.36644107,0.954188093,-0.210824248,-0.658189882,-0.61977545,-0.233827799,-0.108730074,9,0
12132021,-3.591147247,-2.648494544,-1.501318398,-0.750083507,-0.802567606,-1.366899114,-1.378404037,-0.335570406,-0.280879888,-1.814772061,-1.312463558,-0.847870036,-0.267473923,-1.879575331,-0.296662209,-1.598313375,0.021898916,-0.091394173,-0.10118779,-0.119625108,-0.137019478,-0.083753686,0.119194723,-0.041566455,-0.171112599,-0.046319727,-0.05304363,-0.014228029,-0.044057623,-0.011610403,-1.171313514,-1.206362046,-0.258570212,-0.375871701,-3.270389451,-1.348238934,-0.027198625,1.41405541,0.755135126,0.871241085,-0.865599608,-1.529457055,1.028787038,-0.210824248,-0.728048378,-1.05745579,-0.233827799,-0.108730074,9,0
12132022,-3.472396839,-2.935144145,-1.561518099,-1.276003141,-0.791387241,-1.366899114,-1.378404037,-0.335570406,-0.311472812,-1.996499151,-1.361689107,-0.868954348,-0.26813841,-1.8787587,-0.268080711,-1.598313375,-0.001852287,-0.092085121,-0.114416216,-0.110559269,-0.12765052,-0.073196635,0.09553715,-0.026766207,-0.176580311,-0.046789943,-0.104084326,-0.013833312,-0.039996449,-0.011383898,-1.07972196,-1.185898556,-0.234352021,-0.143810563,-1.973588775,-0.770291206,-0.02795919,1.446158363,0.984468138,1.112078353,-1.123098644,-1.075266524,1.190630667,-0.210824248,-0.738380561,-0.927368323,-0.233827799,-0.108730074,9,0
12182020,0.102364891,0.063660722,0.400456906,-0.09187359,-0.022612604,1.142877447,1.143199526,0.088004297,-0.032884146,0.71342429,0.635926497,0.40824759,0.032969274,0.903545914,-0.073387134,-1.598313375,-0.000318013,-0.004143361,-0.059976586,0.111808883,0.092731491,-0.014418452,0.162484999,-0.279559517,-0.042048043,-0.080561168,1.102845023,-0.005548199,-0.002203413,-0.005179783,0.750637387,0.407662934,-0.089672366,-0.221071547,0.302657317,0.26760467,-0.022721192,-0.825969496,-0.923787493,-1.064646098,1.066429979,0.279270355,-0.660254331,-0.210824248,-0.225553695,0.031452873,-0.783946399,0.075979778,5,0
12192014,0.196581364,0.142137888,0.089264016,-0.265005677,0.023421912,0.741427651,0.742534803,-0.323629709,-0.133290395,0.205618097,0.806589843,0.696342712,-0.127610768,0.314491808,-0.009108991,0.011201542,0.028561309,-0.04859743,-0.003237354,-0.042137762,-0.060068398,-0.061650623,0.024083813,0.185464756,0.105620422,-0.060489299,0.044944734,0.001153645,0.196149444,-0.009476065,-0.175497452,-0.221609928,-0.143459767,-0.166907841,0.781700111,0.535844993,-0.01758378,-0.85445211,-0.260401242,-0.324286628,0.356883378,-0.534711348,-0.091997363,-0.210824248,-0.309867538,-0.300088918,0.434315867,-0.006399126,5,0
12202014,-0.376050633,-0.258681536,-0.481371155,-0.477830425,-0.512696744,0.162873771,0.163054377,-0.35895788,-0.165928944,-0.309667671,0.07273226,-0.005444706,-0.214066317,-0.56077173,-0.114467926,-1.598313375,0.028561309,-0.061769004,-0.418340677,-0.062642835,-0.082791042,-0.097218718,0.080787791,0.007290872,-0.178513425,-0.081489795,-0.536821459,0.002335876,0.04054788,-0.009476065,-0.308888784,-0.330594498,-0.059241478,-0.354955705,0.588164618,0.517908825,-0.017180366,-0.883454209,-0.509325902,-0.615709795,0.640833064,-0.241173595,-0.225092259,-0.210824248,-0.343954492,-0.347349416,-1.088608155,0.108531931,6,0
12202015,-0.334872195,-0.331479709,-0.529656423,-0.75718295,-0.703960579,0.162873771,0.163054377,-0.357356143,-0.156829593,-0.273562403,-0.023408243,-0.105104106,-0.198083143,-0.545723218,-0.105582191,-1.598313375,0.028561309,-0.044848673,-0.462721742,-0.045581782,-0.065893658,-0.028966168,0.082949142,-0.083875651,-0.352260421,-0.102403576,-0.602076308,-0.005548199,-0.002005127,-0.008037659,-0.048886065,-0.145785216,0.172931765,0.133070166,1.022583147,0.886368854,-0.021362247,-0.85445211,-0.839477216,-0.977893719,0.985375619,-0.18394249,-0.56072471,-0.210824248,-0.225553695,-0.230089332,-0.583523243,0.060218145,6,0
12202016,-0.214758049,-0.355793029,-0.553463527,-0.882072245,-0.875337142,0.162873771,0.163054377,-0.357356143,-0.1460601,-0.236647684,-0.114496692,-0.193844502,-0.189132199,-0.530056523,-0.102469273,-1.598313375,0.028561309,-0.035883044,-0.594167805,-0.026674784,-0.04735061,-0.034941902,0.079534955,-0.055797669,-0.379038361,-0.11697487,-0.536821459,-0.006731341,-0.005192425,-0.005270395,0.366074155,0.110655787,0.17068702,0.035234402,1.213854276,1.085760238,-0.022631739,-0.943073834,-1.130654624,-1.265681859,1.251893227,-0.129317494,-0.628670923,-0.210824248,-0.163362444,-0.103598325,-0.467165613,0.051748444,6,0
12202017,-0.411491143,-0.363650268,-0.549536697,-0.82810532,-0.84333632,0.162873771,0.163054377,-0.357356143,-0.151639843,-0.242854512,-0.2421907,-0.274660298,-0.211453278,-0.687275903,-0.107810372,-1.598313375,0.028561309,-0.05252192,-0.578158008,-0.051145623,-0.071754084,-0.059647281,0.066827369,-0.043141369,-0.331578193,-0.102576797,-0.569201668,-0.005548199,0.004086321,-0.007821164,0.008116834,-0.136478811,0.053120926,-0.228794119,1.107992073,0.942492119,-0.021526495,-0.85445211,-1.077563675,-1.216249546,1.206607444,-0.124893404,-0.543375078,-0.210824248,-0.27906116,-0.267888602,-0.976720555,0.093853136,6,0
12202018,-0.454791959,-0.336343351,-0.526202189,-0.774993889,-0.797543176,0.162873771,0.163054377,-0.357356143,-0.154654111,-0.230013818,-0.142448172,-0.205702253,-0.199921328,-0.577309329,-0.105369567,-1.598313375,0.119791099,-0.045199615,-0.42446982,-0.044928166,-0.065121523,-0.056729022,0.078085354,-0.038680572,-0.30887036,-0.108215882,-0.536821459,-0.005548199,-0.002005127,-0.008199082,0.025186359,-0.122158029,0.01107296,-0.141557764,1.048539067,0.965251432,-0.021240293,-0.716968254,-1.025227658,-1.165335264,1.159744295,-0.13376691,-0.511363588,-0.210824248,-0.228048872,-0.225505144,-0.892591626,0.085536092,6,0
12202019,-0.479206032,-0.363428661,-0.513712592,-0.780238789,-0.812378753,0.162873771,0.163054377,-0.334820481,-0.148934985,-0.208603351,-0.087084638,-0.174524354,-0.184979537,-0.539920849,-0.111180412,-1.598313375,-0.038303177,-0.030813097,-0.509692464,-0.034834956,-0.055295382,-0.046240896,0.081233419,-0.059337362,-0.338638373,-0.097249032,-0.669351206,-0.006336945,-0.008312174,-0.006873146,0.112335159,-0.064932039,0.05315707,-0.064248351,1.021355157,0.907263846,-0.022062382,-0.883454209,-1.069929807,-1.208963637,1.199914805,-0.124930168,-0.575984702,-0.210824248,-0.128252376,-0.157959478,-0.834424329,0.080297138,6,0
12202020,-0.282703467,-0.402865621,-0.527736075,-0.961691561,-0.944438667,0.162873771,0.163054377,-0.334820481,-0.139012365,-0.183469544,-0.13567475,-0.222841517,-0.179816485,-0.570904205,-0.108106061,-1.598313375,0.120289816,-0.023561095,-0.752208163,-0.023411761,-0.044370718,-0.006731825,0.071412184,-0.088007438,-0.492482552,-0.117925935,-0.381988084,-0.007125754,-0.009732398,-0.002285509,0.308050228,0.051235003,0.061050372,0.266745002,1.291530139,1.16525413,-0.022924719,-1.102267789,-1.285866406,-1.406110459,1.379348446,-0.190870278,-0.845088494,-0.210824248,-0.078008951,-0.082189342,-1.0733872,0.105862427,6,0
12202021,-0.372204875,-0.390919699,-0.474054936,-0.770255538,-0.785951714,0.162873771,0.163054377,-0.334798226,-0.140177731,-0.167705873,-0.035223244,-0.13788102,-0.176139408,-0.522390844,-0.118008606,-1.598313375,-0.094183202,-0.022120674,-0.81022387,-0.020135633,-0.041176883,-0.03504347,0.056206026,-0.056174921,-0.444678738,-0.094941962,-0.028044568,-0.007125754,-0.009732398,-0.000415535,0.349647495,0.077929538,-3.36E-05,-0.091330591,0.965241396,0.791530494,-0.023037367,-1.170359437,-1.076105429,-1.214567809,1.205063051,-0.238494862,-0.776504756,-0.210824248,-0.068051109,-0.060660365,-1.090270809,0.108869913,6,0
12202022,-1.147076134,-0.4055283,-0.498639507,-0.665802329,-0.720748122,0.162873771,0.163054377,-0.334798226,-0.158871902,-0.224927401,0.02907675,-0.052135586,-0.205143905,-0.50378562,-0.12968833,-1.598313375,-0.015189681,-0.054980739,-0.469242141,-0.055067632,-0.075387697,-0.109800459,0.076510852,-0.041726631,-0.272042268,-0.064503271,0.115050335,-0.003970896,0.014381374,-0.008735985,-0.141155941,-0.228231041,-0.048072809,-0.510087024,0.744404267,0.490931942,-0.020320127,-0.912989907,-0.918105885,-1.05855068,1.060754468,-0.444312906,-0.450065167,-0.210824248,-0.296330006,-0.294812537,-0.662049254,0.066181587,6,0
12332020,-0.561261104,-1.155192501,-0.74999728,-0.622321979,-0.593549172,-0.667819743,-0.672513895,-0.316671258,-0.158522036,-0.663013504,-0.384997572,-0.658412335,-0.063265376,0.702567971,-0.238783331,-0.446524929,-0.187302153,-0.054433007,-0.371122867,-0.058727671,-0.078712199,-0.037867164,0.087204737,-0.049341946,-0.418121643,-0.080556583,0.932089485,-0.003182339,0.023426727,-0.009320863,-0.25034672,-0.277540004,0.026919509,0.094838006,-0.575939468,-0.220543933,-0.018267195,-1.004947591,-0.233114045,-0.291402293,0.324484485,-0.682104259,-0.444090718,-0.210824248,-0.204650741,-0.22169179,-1.037534336,0.100846262,5,0
