costat,curcd,datafmt,indfmt,consol,gvkey,datadate,cik,sic,fyear,act,at,che,dlc,dltt,invt,lct,lt,rect,seq,cogs,dp,ebit,ni,oibdp,sale,txt,xint,xsga,oancf,csho,prcc_f
A,USD,STD,INDL,C,001004,2019-05-31,0000001750,5080,2018,952.5000,1517.2000,41.1000,0.0000,141.7000,589.0000,357.5000,611.3000,258.1000,905.9000,1679.5000,42.8000,110.7000,7.5000,153.5000,2051.8000,4.9000,9.5000,218.8000,67.4000,34.7880,30.090000000000
A,USD,STD,INDL,C,001004,2020-05-31,0000001750,5080,2019,1438.7000,2079.0000,424.7000,13.7000,670.9000,692.7000,383.1000,1176.4000,229.1000,902.6000,1728.7000,43.7000,106.4000,4.4000,150.1000,2089.3000,5.6000,9.3000,210.5000,-36.1000,35.0970,20.170000000000
A,USD,STD,INDL,C,001004,2021-05-31,0000001750,5080,2020,937.0000,1539.7000,60.2000,11.5000,193.6000,591.0000,336.8000,565.3000,238.6000,974.4000,1364.6000,36.3000,65.5000,35.8000,101.8000,1651.4000,18.2000,5.0000,185.0000,105.2000,35.3750,41.750000000000
A,USD,STD,INDL,C,001004,2022-05-31,0000001750,5080,2021,1007.2000,1573.9000,58.9000,11.1000,156.3000,604.1000,348.2000,539.4000,290.3000,1034.5000,1470.3000,33.1000,116.2000,78.7000,149.3000,1817.1000,26.6000,2.4000,197.5000,75.2000,35.3910,48.220000000000
A,USD,STD,INDL,C,001004,2023-05-31,0000001750,5080,2022,1097.9000,1833.1000,81.8000,12.3000,317.9000,624.7000,351.5000,734.0000,335.0000,1099.1000,1591.3000,27.9000,151.4000,90.2000,179.3000,1990.6000,31.4000,12.2000,220.0000,23.3000,34.9160,50.110000000000
A,USD,STD,INDL,C,001004,2024-05-31,0000001750,5080,2023,1389.6000,2770.0000,96.1000,13.2000,1065.7000,814.6000,466.9000,1580.2000,423.6000,1189.8000,1835.4000,41.2000,174.4000,46.3000,215.6000,2321.2000,12.0000,43.2000,270.2000,43.6000,35.6940,70.990000000000
I,USD,STD,INDL,C,001019,2019-12-31,0000002668,7380,2019,23.7270,33.3550,1.8650,1.8330,0.0000,4.1520,16.8810,21.7220,16.1200,11.6330,55.8300,1.9810,3.2450,2.2010,5.2260,83.0880,0.9980,0.1170,22.0320,3.9670,0.1620,180.000000000000
I,USD,STD,INDL,C,001019,2020-12-31,0000002668,7380,2020,31.0980,40.5700,6.0530,2.0000,6.6680,3.9540,15.5730,27.0910,17.9060,13.4790,55.6730,1.9240,3.8460,2.6030,5.7700,82.6790,1.2000,0.1090,21.2360,-0.5430,0.1620,174.000000000000
A,USD,STD,INDL,C,001045,2019-12-31,0000006201,4512,2019,8206.0000,59995.0000,3984.0000,4569.0000,28875.0000,1851.0000,18311.0000,60113.0000,1750.0000,-118.0000,32027.0000,2318.0000,3706.0000,1686.0000,6024.0000,45768.0000,570.0000,1095.0000,7717.0000,3815.0000,428.2030,28.680000000000
A,USD,STD,INDL,C,001045,2020-12-31,0000006201,4512,2020,11095.0000,62008.0000,7473.0000,4448.0000,36573.0000,1614.0000,16569.0000,68875.0000,1342.0000,-6867.0000,22290.0000,2365.0000,-11387.0000,-8885.0000,-9022.0000,17337.0000,-2568.0000,1227.0000,4069.0000,-6543.0000,621.4800,15.770000000000
A,USD,STD,INDL,C,001045,2021-12-31,0000006201,4512,2021,17336.0000,66467.0000,13421.0000,3996.0000,42181.0000,1795.0000,19006.0000,73807.0000,1505.0000,-7340.0000,27969.0000,2335.0000,-5514.0000,-1993.0000,-3179.0000,29882.0000,-555.0000,1800.0000,5092.0000,704.0000,647.7280,17.960000000000
A,USD,STD,INDL,C,001045,2022-12-31,0000006201,4512,2022,15269.0000,64716.0000,9960.0000,4739.0000,38948.0000,2279.0000,21496.0000,70515.0000,2138.0000,-5799.0000,37631.0000,2298.0000,1805.0000,127.0000,4103.0000,48971.0000,59.0000,1962.0000,7237.0000,2173.0000,650.6420,12.720000000000
A,USD,STD,INDL,C,001045,2023-12-31,0000006201,4512,2023,13572.0000,63058.0000,8488.0000,4941.0000,35722.0000,2400.0000,22062.0000,68260.0000,2026.0000,-5202.0000,38716.0000,2254.0000,4013.0000,822.0000,6267.0000,52788.0000,299.0000,2145.0000,7805.0000,3803.0000,654.2730,13.740000000000
A,USD,STD,INDL,C,001045,2024-12-31,0000006201,4512,2024,13154.0000,61783.0000,7716.0000,6414.0000,31130.0000,2638.0000,24295.0000,65760.0000,2006.0000,-3977.0000,40501.0000,2245.0000,3224.0000,846.0000,5469.0000,54211.0000,308.0000,1934.0000,8241.0000,3983.0000,657.5660,17.430000000000
A,USD,STD,INDL,C,001050,2019-12-31,0000003197,3564,2019,179.4980,408.6370,36.9580,5.6260,81.4570,55.3830,115.1880,215.6200,68.4340,193.0170,225.6600,10.6090,19.6220,17.7070,30.2310,341.8690,-4.3630,4.9970,85.9780,10.2270,35.1370,7.660000000000
A,USD,STD,INDL,C,001050,2020-12-31,0000003197,3564,2020,183.4850,419.3140,37.8110,5.9560,85.5840,62.8410,109.3560,215.7030,63.0460,202.6580,208.5710,9.9210,20.5930,8.2110,30.5140,316.0110,3.6720,3.5350,76.9260,4.4210,35.3670,6.960000000000
A,USD,STD,INDL,C,001050,2021-12-31,0000003197,3564,2021,189.0110,416.1970,31.9950,5.2170,76.5220,68.4810,116.6850,210.2400,74.9910,204.5540,220.4500,9.8530,12.0400,1.4260,21.8930,324.1400,2.6910,2.9520,81.7970,13.2980,35.0280,6.230000000000
A,USD,STD,INDL,C,001050,2022-12-31,0000003197,3564,2022,240.6580,504.7210,46.5850,7.4520,121.6150,97.5420,146.7000,286.5730,83.0860,213.2240,290.8260,10.6140,25.2140,17.4170,35.8280,422.6270,5.4260,5.4190,95.9730,29.6490,34.3820,11.680000000000
A,USD,STD,INDL,C,001050,2023-12-31,0000003197,3564,2023,281.4370,600.2910,55.4480,17.9590,143.0560,100.6630,203.1060,362.8000,112.7330,232.6430,369.2060,12.5070,40.1880,12.9110,52.6950,544.8450,7.0240,13.4160,122.9440,44.6470,34.8350,20.280000000000
A,USD,STD,INDL,C,001050,2024-12-31,0000003197,3564,2024,330.9710,759.6990,38.2010,8.3550,241.5610,112.5130,244.6620,507.8060,159.5720,247.6890,356.1930,14.5230,40.5190,12.9570,55.0420,557.9330,3.2700,13.0200,146.6980,24.8280,34.9780,30.230000000000
A,USD,STD,FS,C,001062,2019-11-30,0001230869,6799,2019,,286.6120,,0.0000,0.0000,0.0000,,0.7330,,285.8790,,0.0000,,,,,0.0000,0.0000,,,,12.200000000000
A,USD,STD,INDL,C,001062,2019-11-30,0001230869,6799,2019,,286.6120,4.5830,0.0000,0.0000,0.0000,,0.7330,0.1160,285.8790,3.5440,0.0000,-1.1730,91.4310,-1.1730,2.3710,0.0000,0.0000,,,19.2900,12.200000000000
A,USD,STD,FS,C,001062,2020-11-30,0001230869,6799,2020,,464.7400,,0.0000,0.0000,0.0000,,0.8040,,463.9360,,0.0000,,,,,0.0000,0.0000,,,,19.910000000000
A,USD,STD,INDL,C,001062,2020-11-30,0001230869,6799,2020,,464.7400,4.9610,0.0000,0.0000,0.0000,,0.8040,0.1770,463.9360,3.9740,0.0000,-2.6410,178.4430,-2.6410,1.3330,0.0000,0.0000,,,19.2900,19.910000000000
A,USD,STD,FS,C,001062,2021-11-30,0001230869,6799,2021,,482.6940,,0.0000,0.0000,0.0000,,0.7960,,481.8980,,0.0000,,,,,0.0000,0.0000,,,,20.700000000000
A,USD,STD,INDL,C,001062,2021-11-30,0001230869,6799,2021,,482.6940,0.9480,0.0000,0.0000,0.0000,,0.7960,0.2370,481.8980,4.3610,0.0000,-1.6870,18.3480,-1.6870,2.6740,0.0000,0.0000,,,19.2900,20.700000000000
A,USD,STD,FS,C,001062,2022-11-30,0001230869,6799,2022,,326.2640,,0.0000,0.0000,0.0000,,0.6910,,325.5730,,0.0000,,,,,0.0000,0.0000,,,,14.260000000000
A,USD,STD,INDL,C,001062,2022-11-30,0001230869,6799,2022,,326.2640,0.0780,0.0000,0.0000,0.0000,,0.6910,0.1840,325.5730,3.9550,0.0000,-1.4050,-155.9400,-1.4050,2.5500,0.0000,0.0000,,,19.2900,14.260000000000
A,USD,STD,FS,C,001062,2023-11-30,0001230869,6799,2023,,335.6190,,0.0000,0.0000,0.0000,,0.7070,,334.9120,,0.0000,,,,,0.0000,0.0000,,,,15.310000000000
A,USD,STD,INDL,C,001062,2023-11-30,0001230869,6799,2023,,335.6190,0.0780,0.0000,0.0000,0.0000,,0.7070,0.3280,334.9120,3.4730,0.0000,-1.0790,9.7260,-1.0790,2.3940,0.0000,0.0000,,,19.2900,15.310000000000
A,USD,STD,FS,C,001062,2024-11-30,0001230869,6799,2024,,445.3980,,0.0000,0.0000,0.0000,,1.2440,,444.1540,,0.0000,,,,,0.0000,0.0390,,,,20.390000000000
A,USD,STD,INDL,C,001062,2024-11-30,0001230869,6799,2024,,445.3980,0.0000,0.0000,0.0000,0.0000,,1.2440,0.5220,444.1540,3.7800,0.0000,-1.6400,115.2960,-1.6400,2.1400,0.0000,0.0390,,,19.0150,20.390000000000
I,USD,STD,INDL,C,001072,2019-03-31,0000859163,3670,2018,1783.7270,2813.2780,813.2100,0.0000,0.0000,631.6880,313.1850,429.0980,262.2790,2384.1800,1218.8760,90.0310,314.0790,271.8130,404.1100,1791.7900,61.4300,,168.8040,232.9660,168.8260,17.340000000000
A,USD,STD,INDL,C,001075,2019-12-31,0000764622,4911,2019,1030.0300,18479.2470,10.2830,927.3880,4884.4300,345.9200,2078.3650,12926.0590,386.4200,5430.6480,2208.3200,590.9290,671.9600,538.3200,1262.8890,3471.2090,-15.7730,235.2510,,956.7260,112.4360,89.930000000000
A,USD,STD,INDL,C,001075,2020-12-31,0000764622,4911,2020,1198.3190,20020.4210,59.9680,243.7850,6675.6020,334.2970,1360.4330,14267.6280,425.9910,5633.5030,2184.4520,614.3780,788.1520,550.5590,1402.5300,3586.9820,78.1730,247.5010,,966.3650,112.6880,79.950000000000
A,USD,STD,INDL,C,001075,2021-12-31,0000764622,4911,2021,1551.1000,22003.2220,9.9690,542.4430,7642.1360,367.1670,1756.8690,15981.7620,500.5490,5906.2000,2347.6500,650.8750,805.3100,618.7200,1456.1850,3803.8350,110.0860,254.3140,,860.0140,112.9270,70.590000000000
A,USD,STD,INDL,C,001075,2022-12-31,0000764622,4911,2022,1750.5540,22723.4050,4.8320,496.6150,8380.5330,450.6360,1762.1410,16563.5290,594.1950,6048.6470,2839.2790,753.1950,731.9110,483.6020,1485.1060,4324.3850,74.8270,283.5690,,1241.4410,113.1730,76.040000000000
A,USD,STD,INDL,C,001075,2023-12-31,0000764622,4911,2023,1926.9670,24661.1530,4.9550,1552.3830,8750.8110,493.5470,2889.3470,18376.2910,659.0120,6177.6640,3077.3080,794.0430,824.6400,501.5570,1618.6830,4695.9910,76.9120,374.8870,,1207.6970,113.4250,71.840000000000
A,USD,STD,INDL,C,001075,2024-12-31,0000764622,4911,2024,1689.4040,26102.7600,3.8380,1468.8170,9579.5250,501.4420,2843.7970,19245.2820,677.6620,6754.3110,3217.5060,895.3460,1012.0630,608.8060,1907.4090,5124.9150,110.5290,425.7420,,1609.8230,119.0970,84.770000000000
A,USD,STD,INDL,C,001076,2019-12-31,0001808834,6141,2019,,3297.8000,57.7550,83.8860,626.5300,14.0000,,1560.5410,198.1020,1737.2590,137.2530,2077.4190,313.9310,31.4720,2391.3500,3947.6560,61.3160,16.9670,1419.0530,317.1850,66.7180,57.110000000000
A,USD,STD,INDL,C,001076,2020-12-31,0001808834,6141,2020,,1317.4040,36.6450,0.0000,79.5160,0.0000,,331.2680,140.4020,986.1360,400.6780,1784.7360,299.1810,-61.4650,2083.9170,2484.5950,37.9490,0.1870,,455.9640,67.7230,53.870000000000
A,USD,STD,INDL,C,001076,2021-12-31,0001808834,6141,2021,,1621.7610,170.1590,0.0000,615.0640,0.0000,,942.3530,199.9370,679.4080,500.8640,1853.2680,323.7880,243.5570,2177.0560,2677.9200,84.6470,5.3230,,245.9610,56.4410,45.110000000000
A,USD,STD,INDL,C,001076,2022-12-31,0001808834,6141,2022,,1491.9090,131.8800,0.0000,612.0880,0.0000,,921.4480,214.3510,570.4610,601.4480,1791.5810,204.7970,98.7090,1996.3780,2597.8260,49.5350,38.6750,,242.4790,48.0350,16.890000000000
A,USD,STD,INDL,C,001076,2023-12-31,0001808834,6141,2023,,1491.2550,155.4160,0.0000,608.1140,0.0000,,899.9240,227.6200,591.3310,558.9360,1608.3350,240.9930,138.8380,1849.3280,2408.2640,57.3830,38.6940,,204.2360,43.6740,30.910000000000
A,USD,STD,INDL,C,001076,2024-12-31,0001808834,6141,2024,,1513.7670,95.6550,0.0000,655.0590,0.0000,,863.4860,237.8540,650.2810,597.5450,1648.0780,217.8730,197.2490,1865.9510,2463.4960,-33.6410,38.8160,,138.5250,40.8160,42.260000000000
A,USD,STD,INDL,C,001078,2019-12-31,0000001800,3845,2019,15667.0000,67887.0000,4140.0000,1683.0000,17416.0000,4316.0000,10863.0000,36586.0000,5425.0000,31088.0000,11949.0000,3014.0000,5041.0000,3687.0000,8055.0000,31904.0000,390.0000,670.0000,11900.0000,6136.0000,1762.5030,86.860000000000
A,USD,STD,INDL,C,001078,2020-12-31,0000001800,3845,2020,20441.0000,72548.0000,7148.0000,461.0000,19429.0000,5012.0000,11907.0000,39545.0000,6414.0000,32784.0000,13496.0000,3327.0000,5785.0000,4495.0000,9112.0000,34608.0000,497.0000,546.0000,12000.0000,7901.0000,1771.2300,109.490000000000
A,USD,STD,INDL,C,001078,2021-12-31,0000001800,3845,2021,24239.0000,75196.0000,10249.0000,999.0000,18252.0000,5157.0000,13105.0000,39172.0000,6487.0000,35802.0000,16627.0000,3538.0000,8966.0000,7071.0000,12504.0000,43075.0000,1140.0000,533.0000,13944.0000,10533.0000,1764.0820,140.740000000000
A,USD,STD,INDL,C,001078,2022-12-31,0000001800,3845,2022,25224.0000,74438.0000,10170.0000,2481.0000,15465.0000,6173.0000,15489.0000,37533.0000,6218.0000,36686.0000,17547.0000,3267.0000,9046.0000,6933.0000,12313.0000,43653.0000,1373.0000,558.0000,13793.0000,9581.0000,1737.7950,109.790000000000
A,USD,STD,INDL,C,001078,2023-12-31,0000001800,3845,2023,22670.0000,73214.0000,7279.0000,1325.0000,14548.0000,6570.0000,13841.0000,34387.0000,6565.0000,38603.0000,16602.0000,3243.0000,6793.0000,5723.0000,10036.0000,40109.0000,941.0000,637.0000,13471.0000,7261.0000,1734.0760,110.070000000000
A,USD,STD,INDL,C,001078,2024-12-31,0000001800,3845,2024,23656.0000,81414.0000,7967.0000,1754.0000,13521.0000,6194.0000,14157.0000,33513.0000,6925.0000,47664.0000,17239.0000,3218.0000,7054.0000,13402.0000,10272.0000,41950.0000,-6389.0000,559.0000,14439.0000,8558.0000,1731.6980,113.110000000000
A,USD,STD,INDL,C,001084,2019-12-31,0000001961,7370,2019,1.5710,1.7740,1.5710,0.7730,0.0000,0.0000,3.2190,3.2190,0.0000,-1.4450,0.0000,0.0000,-1.1540,-1.2340,-1.1540,0.0000,0.0000,0.0830,1.1540,-1.3220,56.8150,0.230000000000
A,USD,STD,INDL,C,001084,2020-12-31,0000001961,7370,2020,0.6920,0.6920,0.4750,0.7730,0.0000,0.0000,3.3620,3.3620,0.2170,-2.6700,0.0000,0.0000,-1.5070,-1.5690,-1.5070,0.0000,0.0000,0.0760,1.5070,-1.0820,56.8150,0.300000000000
A,USD,STD,INDL,C,001084,2021-12-31,0000001961,7370,2021,0.0530,0.2840,0.0450,0.7730,0.0000,0.0000,3.2950,3.2950,0.0000,-3.0110,0.0000,0.0000,-1.8650,-0.6140,-1.8650,0.0000,0.0000,0.0760,1.8650,-1.4220,57.1130,0.045970000000
A,USD,STD,INDL,C,001084,2022-12-31,0000001961,7370,2022,0.0080,0.0080,0.0080,0.7730,0.0000,0.0000,3.2320,3.2320,0.0000,-3.2240,0.0000,0.0000,-1.5030,-1.0350,-1.5030,0.0000,0.0000,0.0760,1.5030,-0.8300,57.1130,0.007000000000
A,USD,STD,INDL,C,001084,2023-12-31,0000001961,7370,2023,0.2650,0.2650,0.2450,0.7730,0.0000,0.0000,3.4070,3.4070,0.0000,-3.1420,0.0000,0.0000,-0.3170,0.0820,-0.3170,0.0000,0.0000,0.0780,0.3170,-0.2400,57.1130,0.004300000000
A,USD,STD,INDL,C,001084,2024-12-31,0000001961,7370,2024,0.0150,0.0150,0.0060,0.7730,0.0000,0.0000,3.6690,3.6690,0.0000,-3.6540,0.0000,0.0000,-0.4350,-0.5110,-0.4350,0.0000,0.0000,0.0760,0.4350,-0.2380,57.1130,0.009000000000
A,CAD,STD,INDL,C,001096,2019-12-31,,6510,2019,222.8520,11703.0840,123.1680,919.8710,4986.2780,0.0000,1160.8410,6880.9050,80.5880,3548.9060,588.0470,36.1520,474.6450,186.9390,510.7970,1192.9730,36.6950,236.3980,94.1290,282.4140,11.2830,201.000000000000
A,CAD,STD,INDL,C,001096,2020-12-31,,6510,2020,272.8350,11052.6880,142.0880,972.9510,4853.9540,0.0000,1191.7200,6693.8990,92.9230,3372.3520,556.6710,35.2950,392.6160,-98.9180,427.9110,1044.1890,-69.7340,241.9700,59.6070,211.9370,11.1090,115.450000000000
A,CAD,STD,INDL,C,001096,2021-12-31,,6510,2021,285.4590,11492.5430,173.6560,865.8740,4933.5470,0.0000,1104.4490,6822.7720,70.1610,3632.1760,549.7570,32.4990,379.7690,249.7600,412.2680,1044.8440,151.4810,223.3080,82.8190,265.4430,11.1010,136.460000000000
A,CAD,STD,INDL,C,001096,2022-12-31,,6510,2022,339.1260,11705.2520,111.8080,1211.8590,4588.3520,0.0000,1455.5610,6865.3560,80.1590,3865.2540,543.3910,26.5140,489.1570,122.7710,515.6710,1136.6750,23.2080,232.1340,77.6130,252.8540,11.0220,112.460000000000
A,CAD,STD,INDL,C,001096,2023-12-31,,6510,2023,226.2220,11623.0880,116.5170,1771.7160,4033.8840,0.0000,2016.9380,6886.3030,60.1880,3887.5500,555.9110,23.0760,557.9000,74.1760,580.9760,1224.0180,23.3490,267.6120,87.1310,297.8910,10.8130,105.980000000000
A,CAD,STD,INDL,C,001096,2024-12-31,,6510,2024,237.1650,11759.4280,140.7250,948.5540,4488.6830,0.0000,1212.4650,6605.4510,57.3950,4292.4230,501.1410,11.0130,527.0620,261.7990,538.0750,1127.0830,58.8370,256.6780,87.8670,263.4900,10.7210,116.320000000000
A,USD,STD,INDL,C,001097,2019-12-31,0000002062,6351,2019,,58.5150,8.8230,0.0000,1.0000,0.0000,,27.3180,0.9150,31.1970,-0.7490,0.1830,1.9820,1.5220,2.1650,4.0070,0.3260,0.1340,2.5910,-1.3090,0.7940,32.400000000000
A,USD,STD,INDL,C,001097,2020-12-31,0000002062,6351,2020,,57.7420,7.3990,0.0000,1.0790,0.0000,,26.4370,0.7260,31.3050,-0.7760,0.1860,0.9320,0.6960,1.1180,3.0220,0.1610,0.0750,2.6800,-0.2220,0.7720,34.500000000000
A,USD,STD,INDL,C,001097,2021-12-31,0000002062,6351,2021,,58.4650,13.0840,0.0000,0.8500,0.0000,,26.0950,1.0260,32.3700,-0.8420,0.1750,1.5700,1.2090,1.7450,3.3070,0.2950,0.0660,2.4040,-0.2370,0.7720,34.000000000000
A,USD,STD,INDL,C,001097,2022-12-31,0000002062,6351,2022,,51.3020,8.6100,0.7750,0.0000,0.0000,,23.7380,0.8940,27.5640,-0.3080,0.1720,-2.0970,-1.8930,-1.9250,0.4130,-0.2660,0.0620,2.6460,-1.9760,0.7710,33.000000000000
A,USD,STD,INDL,C,001097,2023-12-31,0000002062,6351,2023,,52.1240,10.5230,0.0000,0.0000,0.0000,,23.2760,0.9180,28.8480,-1.0040,0.1760,0.4050,0.5100,0.5810,2.1480,-0.1330,0.0280,2.5710,1.6470,0.7710,33.500000000000
A,USD,STD,INDL,C,001097,2024-12-31,0000002062,6351,2024,,53.0960,4.9860,0.0000,0.0000,0.0000,,24.2170,0.9560,28.8790,0.0210,0.1740,0.3410,0.2390,0.5150,3.1980,0.0800,0.0220,2.6620,0.2170,0.7710,29.050000000000
A,USD,STD,INDL,C,001104,2019-12-31,0000002098,3842,2019,73.1460,110.7490,6.8220,1.3140,38.3800,39.2610,16.5830,55.0440,25.4850,55.7050,87.0230,3.4330,8.4290,5.5140,11.8620,142.4570,1.0290,1.8280,43.5720,14.7020,3.3510,23.790000000000
A,USD,STD,INDL,C,001104,2020-12-31,0000002098,3842,2020,83.6850,129.8670,4.1670,1.1400,46.8400,50.7040,20.2010,67.1510,27.1730,62.7160,100.6570,3.7520,11.4120,8.0990,15.1640,164.0030,1.7280,0.9440,48.1820,5.7210,3.3390,30.130000000000
A,USD,STD,INDL,C,001104,2021-12-31,0000002098,3842,2021,95.2510,144.4390,4.8430,1.3890,46.4830,53.5520,20.2750,67.3570,34.2210,77.0820,113.2380,4.0490,12.7710,13.6560,16.8200,182.0880,1.5190,0.9220,52.0300,5.1410,3.5210,33.700000000000
A,USD,STD,INDL,C,001104,2022-12-31,0000002098,3842,2022,105.6000,164.3770,6.8500,1.5350,62.2930,63.3260,22.1270,85.3470,32.6030,79.0300,125.8260,4.5780,6.2730,3.0350,10.8510,193.9620,0.6280,2.3960,57.2850,2.8920,3.5380,21.900000000000
A,USD,STD,INDL,C,001104,2023-12-31,0000002098,3842,2023,92.0240,149.2410,5.5460,1.5180,24.4160,55.4700,26.0120,51.3430,26.2340,97.8980,114.2230,5.0680,13.1880,17.7930,18.2560,191.5010,4.9410,3.0960,59.0220,28.8990,3.6450,42.860000000000
A,USD,STD,INDL,C,001104,2024-12-31,0000002098,3842,2024,95.4600,162.1700,6.3990,2.0010,30.8400,56.2540,22.8720,55.1890,28.2360,106.9810,112.0710,6.0690,14.1390,10.0220,20.2080,194.4900,2.2700,2.0830,62.2110,11.9750,3.7540,37.330000000000
A,USD,STD,INDL,C,001117,2019-12-31,0000002186,3663,2019,23.8860,37.9400,4.6760,0.4470,2.9340,13.5130,9.3760,14.6640,3.9640,23.2760,23.2300,1.2190,-4.3850,-2.6360,-3.1660,40.1000,-0.9870,,20.0360,-2.4860,12.5970,3.100000000000
A,USD,STD,INDL,C,001117,2020-12-31,0000002186,3663,2020,24.6110,37.4900,6.8260,0.6070,2.9490,9.4410,9.4660,14.9660,6.4660,22.5240,24.7110,1.3440,1.2690,0.2480,2.6130,44.1390,0.0030,0.0080,16.8150,4.4440,12.5120,3.030000000000
A,USD,STD,INDL,C,001117,2021-12-31,0000002186,3663,2021,37.4210,50.3850,10.5800,2.1840,2.8740,16.9780,12.1870,17.7670,8.2290,32.6180,27.7090,1.3940,-1.1960,-1.7010,0.1980,45.3640,0.1870,0.0530,17.4570,-6.3020,16.8490,2.410100000000
A,USD,STD,INDL,C,001117,2022-12-31,0000002186,3663,2022,36.2170,48.8320,1.9180,6.6160,2.1140,22.1050,22.9700,28.6970,10.6160,20.1350,39.4300,1.4230,-10.1810,-11.6330,-8.7580,50.9510,0.0000,0.1440,20.2790,-9.0000,16.9840,3.320000000000
A,USD,STD,INDL,C,001117,2023-12-31,0000002186,3663,2023,37.2020,49.4080,3.4560,7.0720,1.2600,23.9520,20.4180,28.0970,7.9020,21.3110,50.2230,1.6350,-0.7770,-2.2300,0.8580,74.0940,0.0540,0.5750,23.0130,1.6550,3.5770,12.229300000000
A,USD,STD,INDL,C,001117,2024-12-31,0000002186,3663,2024,36.9410,51.4990,7.0750,0.5710,0.7140,17.6360,13.9740,21.6680,7.3490,29.8310,45.8500,1.6920,7.8280,8.3590,9.5200,76.5920,-0.9840,0.2660,21.2220,11.4440,3.5720,34.290000000000
A,USD,STD,INDL,C,001119,2019-12-31,0000002230,6726,2019,,,,,,,,,,,,,,,,,,,,,105.4130,15.770000000000
A,USD,STD,INDL,C,001119,2020-12-31,0000002230,6726,2020,,,,,,,,,,,,,,,,,,,,,108.7310,17.290000000000
A,USD,STD,INDL,C,001119,2021-12-31,0000002230,6726,2021,,,,,,,,,,,,,,,,,,,,,111.0270,19.410000000000
A,USD,STD,INDL,C,001119,2022-12-31,0000002230,6726,2022,,,,,,,,,,,,,,,,,,,,,117.8720,14.540000000000
A,USD,STD,INDL,C,001119,2023-12-31,0000002230,6726,2023,,,,,,,,,,,,,,,,,,,,,120.8100,17.710000000000
A,USD,STD,INDL,C,001119,2024-12-31,0000002230,6726,2024,,,,,,,,,,,,,,,,,,,,,112.6900,20.200000000000
I,USD,STD,INDL,C,001121,2019-12-31,0000002178,5172,2019,247.3240,330.8420,122.2550,4.4190,11.6990,26.4070,159.5770,179.2010,97.1030,151.6410,1776.6080,16.6410,7.8000,8.2070,24.4410,1811.2470,2.2960,0.6360,10.1980,46.8990,4.2360,38.070000000000
I,USD,STD,INDL,C,001121,2020-12-31,0000002178,5172,2020,187.5130,296.1870,52.0650,6.1620,17.5070,19.3360,114.5480,147.0950,113.0870,149.0920,999.2120,18.5730,-5.3160,0.9950,13.2570,1022.4220,-6.5300,0.4440,9.9530,-43.9990,4.2440,24.100000000000
I,USD,STD,INDL,C,001121,2021-12-31,0000002178,5172,2021,273.2100,374.7030,107.3170,5.8410,14.6100,18.9420,186.0110,214.3170,144.2150,160.3860,1975.5470,19.7970,16.1590,11.8880,35.9560,2025.2040,3.7680,0.7460,13.7010,81.0260,4.3550,27.810000000000
I,USD,STD,INDL,C,001121,2022-12-31,0000002178,5172,2022,250.1430,384.1590,31.0670,7.0940,41.4670,26.9190,231.0600,290.9820,189.0390,93.1770,3320.7210,22.7070,6.2710,3.4870,28.9780,3366.9170,1.9180,0.8870,17.2180,13.7770,2.4950,38.920000000000
I,USD,STD,INDL,C,001121,2023-12-31,0000002178,5172,2023,232.4710,361.3340,45.2460,11.5350,42.0660,19.8270,210.7870,268.6180,164.2950,92.7160,2700.0990,27.8630,-0.1670,0.2120,27.6960,2745.2930,0.2740,3.3840,17.4980,30.2750,2.5470,26.180000000000
A,USD,STD,INDL,C,001161,2019-12-31,0000002488,3674,2019,4597.0000,6028.0000,1507.0000,43.0000,685.0000,982.0000,2359.0000,3201.0000,1879.0000,2827.0000,3721.0000,142.0000,583.0000,341.0000,725.0000,6731.0000,31.0000,94.0000,2285.0000,493.0000,1170.0000,45.860000000000
A,USD,STD,INDL,C,001161,2020-12-31,0000002488,3674,2020,6143.0000,8962.0000,2290.0000,41.0000,531.0000,1399.0000,2417.0000,3125.0000,2076.0000,5837.0000,5199.0000,217.0000,1383.0000,2490.0000,1600.0000,9763.0000,-1210.0000,47.0000,2964.0000,1071.0000,1211.0000,91.710000000000
A,USD,STD,INDL,C,001161,2021-12-31,0000002488,3674,2021,8583.0000,12419.0000,3608.0000,383.0000,349.0000,1955.0000,4240.0000,4922.0000,2708.0000,7497.0000,8209.0000,296.0000,3678.0000,3162.0000,3974.0000,16434.0000,513.0000,34.0000,4251.0000,3521.0000,1207.0000,143.900000000000
A,USD,STD,INDL,C,001161,2022-12-31,0000002488,3674,2022,15019.0000,67580.0000,5855.0000,93.0000,2863.0000,3771.0000,6369.0000,12830.0000,4128.0000,54750.0000,10918.0000,3987.0000,1683.0000,1320.0000,5670.0000,23601.0000,-122.0000,88.0000,7013.0000,3565.0000,1612.0000,64.770000000000
A,USD,STD,INDL,C,001161,2023-12-31,0000002488,3674,2023,16768.0000,67885.0000,5773.0000,857.0000,2252.0000,4351.0000,6689.0000,11993.0000,5385.0000,55892.0000,10833.0000,3252.0000,629.0000,854.0000,3881.0000,22680.0000,-346.0000,106.0000,7966.0000,1667.0000,1616.0000,147.410000000000
