costat,curcd,datafmt,indfmt,consol,gvkey,datadate,cik,sic,fyear,act,at,che,dlc,dltt,invt,lct,lt,rect,seq,cogs,dp,ebit,ni,oibdp,sale,txt,xint,xsga,oancf,csho,prcc_f
A,CAD,STD,INDL,C,186091,2024-12-31,,1400,2024,1.2250,6.8750,0.8700,0.0000,0.0000,0.0000,0.7210,2.2920,0.0610,4.5830,0.7180,0.0470,-2.2500,-1.7240,-2.2030,0.0000,0.0000,0.0000,1.4850,-0.9550,53.2830,0.105000000000
A,CAD,STD,INDL,C,186093,2019-03-31,0002056157,1044,2018,0.9790,1.7290,0.8280,0.0000,0.0000,0.0000,0.7500,0.7500,0.0150,0.9790,0.0000,0.0000,-1.2010,-1.2050,-1.2010,0.0000,0.0000,0.0000,1.2010,-0.4690,61.5100,0.150000000000
A,CAD,STD,INDL,C,186093,2020-03-31,0002056157,1044,2019,0.5740,1.0740,0.5350,0.0000,0.0000,0.0000,0.1280,0.1280,0.0390,0.9460,0.0000,0.0000,-0.9180,-0.9230,-0.9180,0.0000,0.0000,0.0000,0.9180,-0.9510,67.5650,0.075000000000
A,CAD,STD,INDL,C,186093,2021-03-31,0002056157,1044,2020,5.8460,5.9810,5.5620,0.0000,0.0000,0.0000,0.2430,0.2430,0.1990,5.7380,0.0000,0.0150,-4.4160,-4.8810,-4.4010,0.0000,0.0000,0.0000,4.4010,-2.9120,124.2500,0.510000000000
A,CAD,STD,INDL,C,186093,2022-03-31,0002056157,1044,2021,3.9350,4.0550,3.5120,0.0000,0.0000,0.0000,0.1290,0.1290,0.1190,3.9260,0.0000,0.0150,-4.2680,-4.2740,-4.2530,0.0000,0.0000,0.0000,4.2530,-2.0970,124.5580,0.420000000000
A,CAD,STD,INDL,C,186093,2023-03-31,0002056157,1044,2022,3.8410,3.9460,3.3230,0.0000,0.0000,0.0000,0.1070,0.1070,0.2100,3.8390,0.0000,0.0150,-2.8280,-2.8330,-2.8130,0.0000,0.0000,0.0000,2.8130,-2.7370,135.7640,0.200000000000
A,CAD,STD,INDL,C,186093,2024-03-31,0002056157,1044,2023,2.3740,2.3740,2.1960,0.0000,0.0000,0.0000,0.1790,0.1790,,2.1950,0.0000,0.0150,-2.2010,-2.2840,-2.1860,0.0000,-0.0090,0.0000,2.1860,-1.9320,143.9940,0.095000000000
I,CAD,STD,INDL,C,186102,2019-12-31,0001676759,1040,2019,58.6980,177.7770,34.8140,0.5990,31.5200,15.0390,32.1920,85.4950,7.0020,92.2820,88.6410,9.6690,15.4790,-6.9420,25.1480,128.0360,-0.7740,2.7400,14.2470,15.1790,607.7690,0.500000000000
I,CAD,STD,INDL,C,186102,2020-12-31,0001676759,1040,2020,109.8570,350.0990,82.8490,4.7270,34.2230,20.7520,53.0220,142.8950,4.2600,207.2040,89.6000,23.9690,98.7840,88.1300,122.7530,239.1360,7.0030,4.5570,26.7830,91.1320,146.1290,3.770000000000
I,CAD,STD,INDL,C,186102,2021-12-31,0001676759,1040,2021,135.4260,436.3330,94.5540,6.4090,35.2270,32.8780,70.9790,184.9680,5.6730,251.3650,138.3110,29.5880,66.4340,27.4670,96.0220,264.1860,18.5970,3.8170,29.8530,106.4600,154.0760,4.250000000000
I,CAD,STD,INDL,C,186102,2022-12-31,0001676759,1040,2022,115.8570,557.1120,70.3030,4.2400,44.4100,32.6860,77.8370,208.4690,8.5300,348.6430,197.2520,56.5850,27.2790,9.9010,83.8640,317.0420,6.7490,4.8510,35.9260,88.2240,174.2350,4.650000000000
I,CAD,STD,INDL,C,186102,2023-12-31,0001676759,1040,2023,131.4540,604.6480,84.0730,9.8250,53.3300,39.5410,78.0230,236.9530,5.0850,367.6950,261.3140,69.5220,40.5680,8.9200,110.0900,416.3190,11.1970,7.5690,44.9150,132.6750,178.2830,4.870000000000
A,CAD,STD,INDL,C,186103,2019-12-31,,1000,2019,57.7970,112.4790,14.2500,3.3850,1.5550,22.9050,21.1920,27.1360,19.8650,85.3430,75.8860,9.0290,15.9540,5.0290,24.9830,113.3700,10.7320,0.6290,12.5010,19.0110,44.4300,1.440000000000
A,USD,STD,INDL,C,186103,2020-12-31,,1000,2020,55.2740,98.3410,8.6320,3.4270,0.3220,22.4990,21.6470,25.2810,22.6500,73.0600,54.2880,8.1400,10.7810,7.5130,18.9210,82.4360,3.0790,0.2190,9.2270,4.8350,44.3090,1.226770000000
A,USD,STD,INDL,C,186103,2021-12-31,,1000,2021,66.6590,116.5560,13.5280,4.2640,3.3470,27.8330,22.3010,29.0290,23.7070,87.5460,77.0920,9.0050,18.8570,14.1380,27.8620,115.2140,5.6760,0.6540,10.2600,14.7820,45.3160,1.658650000000
A,USD,STD,INDL,C,186103,2022-12-31,,1000,2022,82.8680,141.2290,15.1120,3.2470,2.5710,31.5530,28.3320,34.1710,34.2970,107.0750,89.3890,10.0290,27.6170,18.9160,37.6460,138.6250,8.7120,0.6910,11.5900,25.2860,46.8360,1.980000000000
A,USD,STD,INDL,C,186103,2023-12-31,,1000,2023,84.7660,148.6090,15.8140,12.0850,0.5400,35.1930,35.6080,38.6460,32.6640,110.1180,90.3990,11.1120,10.1030,3.9010,21.2150,130.5450,4.7550,0.9270,18.9310,11.0020,46.9210,1.347300000000
A,USD,STD,INDL,C,186103,2024-12-31,,1000,2024,88.8100,161.4920,19.5220,8.6180,2.7420,36.6870,37.3870,41.9660,30.2370,119.8760,97.0740,12.8190,21.9080,9.2590,34.7270,143.0540,8.1990,1.0760,11.2530,21.0500,47.1630,2.130000000000
A,CAD,STD,INDL,C,186104,2019-12-31,,6722,2019,,,,,,,,,,,,,,,,,,,,,7.3620,2.660000000000
A,CAD,STD,INDL,C,186104,2020-12-31,,6722,2020,,,,,,,,,,,,,,,,,,,,,1.6010,30.330000000000
A,CAD,STD,INDL,C,186104,2021-12-31,,6722,2021,,,,,,,,,,,,,,,,,,,,,9.2560,8.580000000000
A,CAD,STD,INDL,C,186104,2022-12-31,,6722,2022,,,,,,,,,,,,,,,,,,,,,11.4260,6.690000000000
A,CAD,STD,INDL,C,186104,2023-12-31,,6722,2023,,,,,,,,,,,,,,,,,,,,,1.8210,11.050000000000
A,CAD,STD,INDL,C,186104,2024-12-31,,6722,2024,,,,,,,,,,,,,,,,,,,,,2.5560,8.100000000000
A,USD,STD,INDL,C,186109,2019-06-30,0001502377,1040,2019,8.7620,8.7620,8.6010,0.0000,0.0000,0.0000,0.4190,0.4190,0.0000,8.3430,0.0000,0.0000,-4.4410,-8.3560,-4.4410,0.0000,0.0000,0.0000,4.4410,-1.0700,6.3570,17.500000000000
A,USD,STD,INDL,C,186109,2020-06-30,0001502377,1040,2020,3.0840,3.0840,3.0120,0.0000,0.0000,0.0000,1.0890,1.0890,0.0000,1.9950,0.0000,0.0000,-5.5950,-9.2400,-5.5950,0.0000,0.0000,0.0000,5.5950,-1.3920,6.5570,10.500000000000
A,USD,STD,INDL,C,186109,2021-06-30,0001502377,1040,2021,35.9340,35.9710,35.2210,0.0000,0.0000,0.0000,0.2220,1.4220,0.1980,34.5490,0.0000,0.0000,-10.6630,23.8690,-10.6630,0.0000,1.3020,0.0000,10.6630,-8.3780,6.6760,22.000000000000
A,USD,STD,INDL,C,186109,2022-06-30,0001502377,1040,2022,23.7790,37.2940,23.3260,0.0000,19.2400,0.0000,1.5050,24.0200,0.0000,13.2740,0.0000,0.0650,-19.5400,-23.5070,-19.4750,0.0000,-0.1190,0.3300,19.4750,-13.9450,6.7700,24.000000000000
A,USD,STD,INDL,C,186109,2023-06-30,0001502377,1040,2023,12.2910,25.6630,11.8770,0.0000,25.4570,0.0000,2.2990,30.4360,0.0000,-4.7730,0.0000,0.1480,-17.6440,-39.7410,-17.4960,0.0000,0.0000,1.9600,17.4960,-14.6790,7.7820,25.480000000000
A,USD,STD,INDL,C,186109,2024-12-31,0001502377,1040,2024,22.0790,133.8920,20.3150,42.6000,26.3690,0.0000,75.7550,132.6190,0.6490,1.2730,0.0000,0.1320,-15.3920,-38.0300,-15.2600,0.0000,-0.0840,11.7320,15.2600,0.6990,12.2280,10.020000000000
I,CAD,STD,INDL,C,186120,2019-12-31,,6726,2019,,,,,,,,,,,,,,,,,,,,,1.4500,9.940000000000
I,CAD,STD,INDL,C,186120,2020-12-31,,6726,2020,,,,,,,,,,,,,,,,,,,,,1.2500,9.840000000000
A,CAD,STD,INDL,C,186127,2019-03-31,0001821246,1044,2018,0.1070,18.0740,0.0220,0.0000,0.0000,0.0000,2.5120,2.5120,0.0550,15.5620,0.0000,0.0000,-1.2280,-1.2190,-1.2280,0.0000,0.0000,0.0000,1.2280,-0.6920,143.9160,0.100000000000
A,CAD,STD,INDL,C,186127,2020-03-31,0001821246,1044,2019,0.1480,19.2340,0.0890,0.0310,0.0160,0.0000,2.8580,2.8740,0.0390,16.3600,0.0000,0.0310,-0.9470,-0.3710,-0.9160,0.0000,0.0000,,0.9160,-0.2910,162.7660,0.070000000000
A,CAD,STD,INDL,C,186127,2021-03-31,0001821246,1044,2020,26.2860,51.4480,25.9360,0.0160,0.0250,0.0000,2.1110,2.1360,0.1240,49.3120,0.0000,0.0310,-2.2800,-2.9770,-2.2490,0.0000,0.0000,,2.2490,-1.6770,260.3430,0.500000000000
A,CAD,STD,INDL,C,186127,2022-03-31,0001821246,1044,2021,33.7610,72.9280,33.6200,0.0000,0.0000,0.0000,3.8060,3.8060,0.1340,69.1220,0.0000,0.0150,-2.8050,-2.7200,-2.7900,0.0000,0.0000,,2.7900,-1.7090,304.5300,0.630000000000
A,CAD,STD,INDL,C,186127,2023-03-31,0001821246,1044,2022,30.1580,86.9600,29.8040,0.0000,0.0000,0.0000,2.8440,2.8440,0.1590,84.1160,0.0000,0.0010,-4.1480,-3.6830,-4.1470,0.0000,0.0000,0.0000,4.1470,-2.0830,364.4980,0.335000000000
A,CAD,STD,INDL,C,186127,2024-03-31,0001821246,1044,2023,10.6500,84.2880,9.2230,0.0000,0.0000,0.0000,1.5100,1.5100,1.2180,82.7780,0.0000,0.0020,-3.8730,-3.1640,-3.8710,0.0000,0.0000,0.0000,3.8710,-1.5960,365.0480,0.155000000000
I,USD,STD,INDL,C,186129,2019-12-31,0001310114,7370,2019,76.1390,161.4640,27.0890,10.6040,34.3870,0.0000,36.3280,73.0270,41.7540,88.4370,141.3890,13.4490,-15.3410,-18.6830,-1.8920,216.1350,0.4430,0.3880,76.6380,12.4450,94.8510,1.670000000000
I,USD,STD,INDL,C,186129,2020-12-31,0001310114,7370,2020,82.1710,152.6130,34.0060,26.4050,26.0380,0.0000,49.7690,77.3370,38.8900,75.2760,126.6500,13.9250,-16.3850,-18.5410,-2.4600,194.6010,0.7090,0.6080,70.4110,0.4010,97.1270,1.760000000000
I,USD,STD,INDL,C,186129,2021-12-31,0001310114,7370,2021,81.0730,132.4480,28.5070,18.6770,19.8690,0.0000,44.3900,65.4140,43.5710,67.0340,126.6800,14.6670,-11.5880,-14.7210,3.0790,195.7040,0.2780,0.4710,65.9450,3.6050,99.1120,0.990100000000
I,USD,STD,INDL,C,186130,2019-12-31,0001508844,1040,2019,62.5500,1573.1670,23.1740,72.6550,405.3830,21.9450,129.3550,618.8650,14.3220,954.3020,249.1210,82.6560,134.7380,40.9170,217.3940,484.5400,41.3600,50.2710,18.0250,225.0730,185.3730,11.130000000000
I,USD,STD,INDL,C,186130,2020-12-31,0001508844,1040,2020,207.3930,1430.8140,174.7530,71.6510,199.7800,19.7570,131.4950,501.1130,9.8380,929.7010,272.6780,116.4060,212.7080,-38.4380,329.1140,617.5850,81.4630,25.1450,15.7930,317.3090,187.4330,11.480000000000
A,CAD,STD,INDL,C,186134,2019-12-31,,6722,2019,,,,,,,,,,,,,,,,,,,,,6.6390,5.090000000000
A,CAD,STD,INDL,C,186134,2020-12-31,,6722,2020,,,,,,,,,,,,,,,,,,,,,10.8990,5.700000000000
A,CAD,STD,INDL,C,186134,2021-12-31,,6722,2021,,,,,,,,,,,,,,,,,,,,,13.4310,5.140000000000
A,CAD,STD,INDL,C,186134,2022-12-31,,6722,2022,,,,,,,,,,,,,,,,,,,,,7.7970,9.550000000000
A,CAD,STD,INDL,C,186134,2023-12-31,,6722,2023,,,,,,,,,,,,,,,,,,,,,6.3060,9.830000000000
A,CAD,STD,INDL,C,186134,2024-12-31,,6722,2024,,,,,,,,,,,,,,,,,,,,,6.3120,11.280000000000
A,CAD,STD,INDL,C,186136,2019-09-30,0001544474,1000,2019,4.4080,49.6710,3.0360,0.0000,0.0000,0.0000,2.1720,2.5030,0.8310,47.1680,2.0100,0.0410,-9.1270,6.8700,-9.0860,0.0000,0.0000,0.0050,7.0760,-4.9490,90.9950,1.470000000000
A,CAD,STD,INDL,C,186136,2020-09-30,0001544474,1000,2020,3.3540,56.3030,2.7500,0.0090,0.0000,0.0000,0.7470,1.1480,0.2280,55.1550,0.0000,0.1400,-4.7500,-5.2430,-4.6100,0.0000,0.0000,0.0160,4.6100,-1.7010,101.8500,1.550000000000
A,CAD,STD,INDL,C,186136,2021-09-30,0001544474,1000,2021,9.6530,52.0030,9.5000,0.2530,0.0000,0.0000,1.6640,2.2770,0.1320,49.7260,0.0000,0.1140,-3.3690,-5.4450,-3.2550,0.0000,0.0000,0.0350,3.2550,-3.5330,101.8500,0.830000000000
A,CAD,STD,INDL,C,186136,2022-09-30,0001544474,1000,2022,0.7720,56.6320,0.2490,0.8430,0.0000,0.0000,5.4140,6.0130,0.1070,50.6190,0.0000,0.1050,-1.9810,-2.7350,-1.8760,0.0000,0.0000,0.0190,1.8760,-2.9020,101.8500,0.880000000000
A,CAD,STD,INDL,C,186136,2023-09-30,0001544474,1000,2023,18.6730,71.3030,18.4240,0.0080,0.0000,0.0000,0.9580,1.2150,0.1580,70.0880,0.0000,0.1060,-3.3290,-3.0690,-3.2230,0.0000,0.0000,0.0250,3.2230,-2.0610,124.5090,0.800000000000
A,CAD,STD,INDL,C,186136,2024-09-30,0001544474,1000,2024,13.6010,69.4960,13.3490,0.0000,0.0000,0.0000,0.9020,0.9020,0.1480,68.5940,0.0000,0.0530,-4.7500,-4.2120,-4.6970,0.0000,0.0000,0.0120,4.6970,-1.7130,124.6590,1.950000000000
A,USD,STD,INDL,C,186139,2019-12-31,0001425292,2870,2019,130.5940,1137.9550,36.9940,3.5230,640.1990,53.9300,75.5310,718.4110,34.2640,419.5440,267.7320,79.8390,30.7770,-34.9690,110.6160,404.1770,-0.0180,62.6360,25.8290,39.1570,113.2830,3.100000000000
A,USD,STD,INDL,C,186139,2020-12-31,0001425292,2870,2020,118.2140,1032.8800,30.5590,5.5490,639.1960,42.3490,76.3410,718.6390,36.8960,314.2410,249.0330,76.0770,6.6690,-98.1810,82.7460,349.9530,0.0300,63.4280,18.1740,19.7400,10.7060,16.020000000000
A,USD,STD,INDL,C,186139,2021-12-31,0001425292,2870,2021,262.2450,1127.0580,112.5160,3.0520,612.8250,52.2700,161.8600,784.8600,88.3510,342.1980,297.0590,73.4800,135.4270,78.1550,208.9070,532.5810,0.0570,52.5160,26.6150,188.7250,10.6810,82.690000000000
A,USD,STD,INDL,C,186139,2022-12-31,0001425292,2870,2022,265.7040,1100.4020,86.3390,2.9310,554.7740,77.5180,126.0570,688.5910,90.4480,411.8110,401.9170,81.3000,320.1750,286.8010,401.4750,835.5840,0.1600,34.8650,32.1920,301.4640,10.5700,100.580000000000
A,USD,STD,INDL,C,186139,2023-12-31,0001425292,2870,2023,165.8690,975.3320,45.2790,3.1760,556.4320,69.1650,75.4730,672.4520,41.8930,302.8800,370.1130,78.9000,202.9410,172.4330,281.8410,681.4770,0.2890,29.1530,29.5230,243.5260,10.5700,65.500000000000
A,USD,STD,INDL,C,186139,2024-12-31,0001425292,2870,2024,233.5410,1018.7240,90.8570,4.9180,580.3320,75.5790,111.3490,725.6540,65.2160,293.0700,319.3590,87.1000,90.4510,60.9000,177.5510,525.3240,0.0770,30.8270,28.4140,150.5410,10.5700,75.960000000000
A,USD,STD,INDL,C,186152,2019-12-31,0001501103,6199,2019,,,,,,,,,,,,,,,,,,,,,16.1910,13.780000000000
A,USD,STD,INDL,C,186152,2020-12-31,0001501103,6199,2020,,,,,,,,,,,,,,,,,,,,,16.4260,8.080000000000
A,USD,STD,INDL,C,186152,2021-12-31,0001501103,6199,2021,,,,,,,,,,,,,,,,,,,,,16.8440,6.660000000000
A,USD,STD,INDL,C,186152,2022-12-31,0001501103,6199,2022,,,,,,,,,,,,,,,,,,,,,17.0580,4.160000000000
A,USD,STD,INDL,C,186152,2023-12-31,0001501103,6199,2023,,,,,,,,,,,,,,,,,,,,,28.9690,4.310000000000
A,USD,STD,INDL,C,186152,2024-12-31,0001501103,6199,2024,,,,,,,,,,,,,,,,,,,,,28.9690,4.700000000000
A,CAD,STD,INDL,C,186155,2019-03-31,0001904501,3842,2018,1.4670,25.5420,1.2210,0.0000,0.0000,0.0000,0.6470,0.6470,0.2180,24.8950,0.0000,0.0050,-2.4680,-2.4280,-2.4630,0.0000,0.0000,0.0000,2.4630,-1.1840,74.3340,0.370000000000
A,CAD,STD,INDL,C,186155,2020-03-31,0001904501,3842,2019,1.0740,26.2390,0.8050,0.0000,0.0000,0.0000,0.5280,0.5280,0.0780,25.7110,0.0000,0.0250,-1.6790,-1.5410,-1.6540,0.0000,0.0000,0.0000,1.6540,-1.3560,80.4060,0.300000000000
A,CAD,STD,INDL,C,186155,2021-03-31,0001904501,3842,2020,3.3850,30.2500,3.0920,0.1220,0.2820,0.0000,2.5060,2.7880,0.1190,27.4620,0.0000,0.1270,-4.3230,-3.8690,-4.1960,0.0000,0.0000,0.0060,4.1960,-1.7950,86.2000,2.630000000000
A,CAD,STD,INDL,C,186155,2022-03-31,0001904501,3842,2021,31.9590,37.9850,26.6750,1.1000,1.1310,0.6660,2.3050,3.4360,3.6060,34.5490,12.2960,0.6150,-12.5710,-38.6940,-11.9560,0.3400,0.0000,0.0640,,-7.9890,99.2480,3.860000000000
A,CAD,STD,INDL,C,186155,2023-03-31,0001904501,3842,2022,17.9530,33.2890,10.3570,1.1280,0.4850,2.8500,2.4200,2.9050,3.5520,30.3840,14.5030,0.5400,-14.9700,-14.4140,-14.4300,0.0730,0.0000,0.1210,,-12.9570,99.5340,2.070000000000
A,CAD,STD,INDL,C,186155,2024-03-31,0001904501,3842,2023,6.2490,22.5850,3.5210,0.6500,0.5930,1.4220,1.8190,2.4120,0.8400,20.1730,11.8170,0.6140,-12.4010,-11.7040,-11.7870,0.0300,-0.1000,0.1070,,-8.0520,100.8200,1.620000000000
A,USD,STD,INDL,C,186159,2019-12-31,0001356576,2834,2019,472.6440,1160.2820,347.0730,6.0690,394.8580,26.6280,160.5870,564.8540,87.3320,595.4280,10.0010,6.6590,148.5710,113.0560,155.2300,392.7550,34.4310,22.7070,227.5240,143.1290,52.5330,23.720000000000
A,USD,STD,INDL,C,186159,2020-12-31,0001356576,2834,2020,630.4170,1504.1020,422.5330,12.8420,423.9750,48.3250,245.1080,759.2440,140.8770,744.8580,50.0200,18.1410,198.0980,126.9500,216.2390,520.3970,41.6980,23.7540,254.1380,138.3990,52.8680,25.160000000000
A,USD,STD,INDL,C,186159,2021-12-31,0001356576,2834,2021,601.5900,1689.1520,339.6800,14.3000,426.5270,85.9590,315.3790,873.3010,148.9320,815.8510,72.4550,32.5950,121.8990,53.4240,154.4940,579.7750,19.7510,23.4230,352.8260,127.1270,53.2560,29.160000000000
A,USD,STD,INDL,C,186159,2022-12-31,0001356576,2834,2022,734.1510,1702.5080,461.3340,414.7480,35.9980,91.5410,687.9580,816.3040,165.4970,886.2040,84.3080,85.5430,45.6140,60.7110,131.1570,667.2380,0.0320,7.0700,451.7730,116.8260,54.2540,35.670000000000
A,USD,STD,INDL,C,186159,2023-12-31,0001356576,2834,2023,493.1130,1277.6730,254.8740,8.3310,33.1960,77.4080,290.1960,356.1570,144.1550,921.5160,81.3050,84.8590,13.4030,1.3160,98.2620,607.5210,1.4530,2.4150,427.9540,111.0850,54.7230,28.940000000000
A,USD,STD,INDL,C,186159,2024-12-31,0001356576,2834,2024,686.0700,1368.0730,453.6120,6.8890,27.3820,54.2930,292.3970,332.3400,142.0770,1035.7330,75.4690,80.4140,61.3560,73.8650,141.7700,661.8170,24.0050,0.0000,444.5780,171.9510,55.7430,36.160000000000
A,CAD,STD,INDL,C,186165,2019-12-31,0001562530,1000,2019,5.8940,14.0810,4.3270,0.0290,0.0550,0.0000,0.5680,0.9810,1.5650,13.1000,0.0000,0.0110,-1.6770,-1.6690,-1.6660,0.0000,0.0000,0.0130,1.6660,-0.9420,96.9500,0.920000000000
A,CAD,STD,INDL,C,186165,2020-12-31,0001562530,1000,2020,2.4290,18.7210,0.1310,0.0810,0.0690,0.0000,0.9510,2.0000,2.2960,16.7210,0.0000,0.0070,-1.3540,-0.9500,-1.3470,0.0000,0.0000,0.0160,1.3470,-1.3630,104.8220,0.890000000000
A,CAD,STD,INDL,C,186165,2021-12-31,0001562530,1000,2021,5.9550,30.5580,3.8200,0.0430,0.0110,0.0000,0.2330,0.8460,2.1330,29.7120,0.0000,0.0110,-2.4380,-2.0490,-2.4270,0.0000,0.0000,0.0130,2.4270,-1.5670,126.2010,0.450000000000
A,CAD,STD,INDL,C,186165,2022-12-31,0001562530,1000,2022,10.1780,34.5850,7.8110,0.0960,0.2030,0.0000,1.1050,1.3080,2.3670,33.2770,0.0000,0.0120,-1.9160,-1.2490,-1.9040,0.0000,0.0000,0.0190,1.9040,-2.0160,139.4910,0.365000000000
A,CAD,STD,INDL,C,186165,2023-12-31,0001562530,1000,2023,1.7790,32.9450,1.2230,0.1480,0.1140,0.0000,0.4800,1.3640,0.5390,31.5810,0.0000,0.0280,-2.5070,-2.6350,-2.4790,0.0000,0.7700,0.0290,2.4790,-1.6970,140.5860,0.225000000000
A,CAD,STD,INDL,C,186165,2024-12-31,0001562530,1000,2024,2.8070,40.1390,2.6990,0.0640,0.0350,0.0000,1.0420,2.9960,0.0760,37.1430,0.0000,0.0480,-2.0610,-2.5760,-2.0130,0.0000,1.3680,0.1060,2.0130,-1.6440,188.3210,0.105000000000
A,USD,STD,INDL,C,186166,2019-04-30,0001492448,9995,2018,0.0000,0.0000,0.0000,0.0080,0.0000,0.0000,0.2140,0.2140,0.0000,-0.2140,0.0000,0.0000,-0.1250,-0.1250,-0.1250,0.0000,0.0000,0.0000,0.1250,-0.0090,249.7770,0.004000000000
A,USD,STD,INDL,C,186166,2020-04-30,0001492448,9995,2019,0.0580,0.0580,0.0000,0.2470,0.0000,0.0000,0.4450,0.4450,0.0000,-0.3870,0.0000,0.0000,-0.4680,-0.4360,-0.4680,0.0000,0.0000,0.0000,0.4680,-0.1700,249.8440,0.290000000000
A,USD,STD,INDL,C,186169,2019-12-31,0001434728,4941,2019,12.2930,251.5930,7.5130,0.1170,114.6640,0.0000,10.1000,226.9210,4.1050,24.6720,20.1570,8.3530,6.9610,2.2240,15.3140,35.4710,1.1620,5.3880,,11.5660,21.5370,13.150000000000
A,USD,STD,INDL,C,186169,2020-12-31,0001434728,4941,2020,23.4550,268.8160,18.0330,2.0350,112.6590,0.0000,12.3890,236.6280,4.7570,32.1880,22.2610,9.0310,7.3350,1.1050,16.3660,38.6270,0.7710,5.3770,,14.5660,22.5880,14.410000000000
A,USD,STD,INDL,C,186169,2021-12-31,0001434728,4941,2021,18.9870,272.7480,12.6370,3.9750,109.0350,0.0000,16.9320,242.7190,4.7050,30.0290,25.4450,9.4900,6.9790,3.6090,16.4690,41.9140,1.1500,5.2010,,20.3860,22.6500,17.100000000000
A,USD,STD,INDL,C,186169,2022-12-31,0001434728,4941,2022,14.1580,296.6820,6.5610,4.3380,106.5610,0.0000,16.2490,252.2880,5.1580,44.3940,27.0190,9.8900,7.8190,5.5060,17.7090,44.7280,0.9340,4.0360,,23.3360,23.8710,13.280000000000
A,USD,STD,INDL,C,186169,2023-12-31,0001434728,4941,2023,11.7240,324.6860,3.0870,4.4330,105.0260,0.0000,14.2170,276.0660,6.1430,48.6200,29.3050,11.4370,12.2860,7.9820,23.7230,53.0280,2.8720,4.8820,,25.3930,24.1750,13.080000000000
A,USD,STD,INDL,C,186169,2024-12-31,0001434728,4941,2024,19.4690,368.3030,9.0470,4.7970,119.9680,0.0000,22.2580,320.6990,8.9510,47.6040,30.6080,12.7200,9.3640,5.7890,22.0840,52.6920,2.0730,6.0980,,21.7850,24.2260,11.500000000000
A,CAD,STD,INDL,C,186173,2019-05-31,0001831894,1040,2018,2.2560,12.4100,1.8850,0.0000,9.1060,0.0000,0.3670,9.9240,0.2230,2.4860,0.0000,0.0650,-1.8650,-2.9150,-1.8000,0.0000,0.0000,0.4940,1.8000,-3.6500,93.8030,0.190000000000
A,CAD,STD,INDL,C,186173,2020-05-31,0001831894,1040,2019,1.1380,11.2350,0.7950,0.0000,8.6050,0.0000,0.3990,10.2240,0.2180,1.0110,0.3650,0.2020,-4.4900,-5.1140,-4.2880,0.0000,-0.0570,1.4130,3.9230,-1.6580,113.1760,0.050000000000
A,CAD,STD,INDL,C,186173,2021-05-31,0001831894,1040,2020,1.6830,15.0120,1.4730,1.8600,4.1920,0.0000,3.1060,7.6910,0.1790,7.3210,0.0000,0.2300,-3.3630,-7.1920,-3.1330,0.0110,-0.0660,1.1940,3.1440,-2.1610,205.5480,0.130000000000
A,CAD,STD,INDL,C,186173,2022-05-31,0001831894,1040,2021,0.3850,13.5920,0.1180,5.3790,1.2450,0.0000,6.8980,8.3260,0.2300,5.2660,0.0000,0.2420,-3.1030,-4.2770,-2.8610,0.0000,-0.0850,0.8530,2.8610,-2.2670,225.8480,0.095000000000
A,CAD,STD,INDL,C,186173,2023-05-31,0001831894,1040,2022,0.9830,13.9770,0.6060,1.9440,1.4280,0.0000,3.9040,5.5920,0.2700,8.3850,0.0000,0.2260,-1.9330,1.4530,-1.7070,0.0000,-0.1520,0.5210,1.7070,-1.1440,250.1860,0.035000000000
A,CAD,STD,INDL,C,186173,2024-05-31,0001831894,1040,2023,0.8630,13.9040,0.1120,1.0210,1.3730,0.5020,2.9890,4.5150,0.1450,9.3890,0.5990,0.2220,-2.7730,0.1310,-2.5510,0.4920,-0.0770,0.4000,2.4440,-1.7470,263.6950,0.050000000000
A,USD,STD,INDL,C,186180,2019-12-31,0001505413,1311,2019,,63.3460,0.3260,0.0000,0.0000,0.0000,0.0000,0.0000,63.0200,63.3460,0.0000,0.0000,11.7810,11.8150,11.7810,12.6620,0.0000,0.0000,0.8810,,17.0000,4.630000000000
A,USD,STD,INDL,C,186180,2020-12-31,0001505413,1311,2020,,19.0120,0.6030,0.0000,0.0000,0.0000,0.0000,0.0000,18.4090,19.0120,0.0000,0.0000,4.1020,3.8250,4.1020,5.0060,0.0000,0.0000,0.9040,,17.0000,2.220000000000
A,USD,STD,INDL,C,186180,2021-12-31,0001505413,1311,2021,,16.0050,0.2870,0.0000,0.0000,0.0000,0.0000,0.0000,15.7180,16.0050,0.0000,0.0000,8.3540,8.6700,8.3540,9.3020,0.0000,0.0000,0.9480,,17.0000,4.690000000000
A,USD,STD,INDL,C,186180,2022-12-31,0001505413,1311,2022,,15.0480,1.2490,0.0000,0.0000,0.0000,0.0000,0.0000,13.7990,15.0480,0.0000,0.0000,22.6370,21.6750,22.6370,23.5940,0.0000,0.0000,0.9570,,17.0000,10.370000000000
A,USD,STD,INDL,C,186180,2023-12-31,0001505413,1311,2023,,13.3730,1.4290,0.0000,0.0000,0.0000,0.0000,0.0000,11.9440,13.3730,0.0000,0.0000,15.3950,15.2150,15.3950,16.4600,0.0000,0.0000,1.0650,,17.0000,7.200000000000
