Date,Open,High,Low,Price
09/13/2022,"32,006.50","32,006.50","31,018.54","31,104.97"
09/12/2022,"32,159.49","32,504.04","32,159.49","32,381.34"
09/09/2022,"31,876.22","32,227.74","31,876.22","32,151.71"
09/08/2022,"31,481.95","31,783.37","31,321.50","31,774.52"
09/07/2022,"31,145.63","31,644.34","31,095.21","31,581.28"
09/06/2022,"31,343.79","31,463.89","31,048.46","31,145.30"
09/02/2022,"31,848.50","32,026.90","31,182.09","31,318.44"
09/01/2022,"31,454.58","31,677.51","31,219.75","31,656.42"
08/31/2022,"31,827.15","31,966.04","31,509.59","31,510.43"
08/30/2022,"32,163.84","32,205.66","31,647.22","31,790.87"
08/29/2022,"32,188.00","32,325.16","31,972.79","32,098.99"
08/26/2022,"33,293.43","33,364.70","32,278.22","32,283.40"
08/25/2022,"33,029.27","33,306.09","32,889.85","33,291.78"
08/24/2022,"32,899.01","33,095.50","32,828.56","32,969.23"
08/23/2022,"33,033.52","33,138.26","32,858.89","32,909.59"
08/22/2022,"33,586.59","33,586.59","33,007.63","33,063.61"
08/19/2022,"33,904.69","33,904.69","33,627.09","33,706.74"
08/18/2022,"33,981.86","34,043.83","33,844.46","33,999.04"
08/17/2022,"34,029.55","34,161.01","33,828.41","33,980.32"
08/16/2022,"33,924.35","34,281.36","33,852.57","34,152.01"
08/15/2022,"33,710.70","33,954.71","33,582.96","33,912.44"
08/12/2022,"33,430.72","33,767.09","33,398.32","33,761.05"
08/11/2022,"33,451.51","33,651.80","33,289.83","33,336.67"
08/10/2022,"33,130.63","33,364.41","33,130.63","33,309.51"
08/09/2022,"32,807.36","32,877.53","32,702.66","32,774.41"
08/08/2022,"32,877.36","33,109.96","32,769.10","32,832.54"
08/05/2022,"32,593.90","32,814.61","32,489.62","32,803.47"
08/04/2022,"32,805.69","32,829.22","32,652.63","32,726.82"
08/03/2022,"32,514.21","32,912.74","32,514.21","32,812.50"
08/02/2022,"32,691.29","32,772.93","32,387.12","32,396.17"
08/01/2022,"32,755.71","32,972.03","32,640.79","32,798.40"
07/29/2022,"32,515.62","32,910.18","32,493.02","32,845.13"
07/28/2022,"32,197.62","32,609.54","31,982.61","32,529.63"
07/27/2022,"31,865.05","32,336.23","31,799.43","32,197.59"
07/26/2022,"31,950.04","31,950.04","31,705.36","31,761.54"
07/25/2022,"31,950.93","32,029.03","31,821.67","31,990.04"
07/22/2022,"32,167.92","32,219.25","31,731.47","31,899.29"
07/21/2022,"31,826.49","32,040.63","31,534.08","32,036.90"
07/20/2022,"31,829.99","31,944.45","31,646.95","31,874.84"
07/19/2022,"31,165.91","31,842.25","31,165.91","31,827.05"
07/18/2022,"31,475.98","31,644.68","30,982.97","31,072.61"
07/15/2022,"30,775.37","31,288.26","30,775.37","31,288.26"
07/14/2022,"30,451.80","30,680.12","30,143.93","30,630.17"
07/13/2022,"30,743.63","30,979.17","30,514.61","30,772.79"
07/12/2022,"31,113.31","31,346.10","30,860.51","30,981.33"
07/11/2022,"31,277.98","31,367.55","31,114.40","31,173.84"
07/08/2022,"31,348.43","31,511.46","31,212.45","31,338.15"
07/07/2022,"31,190.65","31,421.84","31,154.64","31,384.55"
07/06/2022,"30,957.30","31,224.69","30,794.84","31,037.68"
07/05/2022,"30,903.12","30,971.74","30,355.12","30,967.82"
07/01/2022,"30,737.77","31,139.35","30,487.79","31,097.26"
06/30/2022,"30,790.00","30,979.85","30,431.87","30,775.43"
06/29/2022,"31,067.41","31,152.96","30,894.53","31,029.31"
06/28/2022,"31,549.05","31,885.09","30,934.33","30,946.99"
06/27/2022,"31,533.60","31,598.59","31,351.37","31,438.26"
06/24/2022,"30,846.94","31,517.29","30,846.94","31,500.68"
06/23/2022,"30,570.33","30,715.63","30,293.40","30,677.36"
06/22/2022,"30,352.57","30,777.92","30,166.01","30,483.13"
06/21/2022,"30,074.69","30,653.98","30,074.69","30,530.25"
06/17/2022,"29,912.70","30,167.52","29,653.29","29,888.78"
06/16/2022,"30,305.74","30,305.74","29,740.35","29,927.07"
06/15/2022,"30,570.50","31,011.97","30,185.08","30,668.53"
06/14/2022,"30,592.34","30,690.80","30,144.23","30,364.83"
06/13/2022,"31,144.91","31,144.91","30,373.72","30,516.74"
06/10/2022,"32,053.52","32,053.52","31,387.84","31,392.79"
06/09/2022,"32,828.62","32,956.73","32,267.78","32,272.79"
06/08/2022,"33,087.07","33,156.50","32,824.37","32,910.90"
06/07/2022,"32,783.03","33,207.45","32,641.85","33,180.14"
06/06/2022,"33,032.04","33,235.37","32,819.50","32,915.78"
06/03/2022,"32,986.32","33,135.61","32,839.21","32,899.70"
06/02/2022,"32,809.01","33,248.61","32,509.43","33,248.28"
06/01/2022,"33,156.31","33,272.34","32,584.76","32,813.23"
05/31/2022,"33,160.59","33,240.22","32,752.34","32,990.12"
05/27/2022,"32,735.09","33,213.62","32,682.01","33,212.96"
05/26/2022,"32,248.17","32,774.14","32,248.17","32,637.19"
05/25/2022,"31,816.31","32,254.44","31,754.33","32,120.28"
05/24/2022,"31,717.61","32,014.86","31,365.59","31,928.62"
05/23/2022,"31,395.89","31,968.42","31,395.89","31,880.24"
05/20/2022,"31,426.94","31,515.78","30,635.76","31,261.90"
05/19/2022,"31,262.62","31,569.13","31,016.41","31,253.13"
05/18/2022,"32,468.67","32,468.67","31,393.95","31,490.07"
05/17/2022,"32,427.00","32,689.14","32,308.15","32,654.59"
05/16/2022,"32,152.15","32,514.02","31,928.18","32,223.42"
05/13/2022,"31,963.86","32,276.05","31,862.79","32,196.66"
05/12/2022,"31,699.04","31,914.46","31,228.22","31,730.30"
05/11/2022,"32,123.24","32,584.02","31,798.86","31,834.11"
05/10/2022,"32,504.09","32,752.17","31,887.89","32,160.74"
05/09/2022,"32,685.17","32,685.17","32,121.98","32,245.70"
05/06/2022,"32,773.88","33,055.84","32,474.69","32,899.37"
05/05/2022,"33,854.17","33,854.17","32,685.10","32,997.97"
05/04/2022,"33,171.80","34,117.74","33,021.84","34,061.06"
05/03/2022,"33,086.09","33,341.58","32,914.75","33,128.79"
05/02/2022,"32,978.49","33,224.95","32,449.87","33,061.50"
04/29/2022,"33,787.01","33,919.59","32,913.15","32,977.21"
04/28/2022,"33,425.96","34,054.79","33,248.46","33,916.39"
04/27/2022,"33,450.92","33,697.18","33,108.89","33,301.93"
04/26/2022,"33,907.49","33,909.51","33,230.95","33,240.18"
04/25/2022,"33,731.65","34,106.01","33,323.37","34,049.46"
04/22/2022,"34,727.38","34,727.38","33,773.39","33,811.40"
04/21/2022,"35,258.80","35,492.22","34,723.82","34,792.76"
04/20/2022,"34,962.67","35,315.40","34,962.67","35,160.79"
04/19/2022,"34,394.62","34,983.11","34,394.62","34,911.20"
04/18/2022,"34,411.49","34,618.29","34,279.08","34,411.69"
04/14/2022,"34,628.46","34,889.17","34,437.50","34,451.23"
04/13/2022,"34,166.64","34,598.36","34,140.64","34,564.59"
04/12/2022,"34,412.51","34,669.97","34,102.81","34,220.36"
04/11/2022,"34,630.27","34,701.34","34,272.29","34,308.08"
04/08/2022,"34,569.24","34,908.46","34,470.19","34,721.12"
04/07/2022,"34,439.24","34,705.83","34,190.95","34,583.57"
04/06/2022,"34,520.34","34,609.84","34,277.17","34,496.51"
04/05/2022,"34,876.33","35,112.21","34,566.04","34,641.18"
04/04/2022,"34,799.98","34,940.78","34,615.38","34,921.88"
04/01/2022,"34,740.89","34,847.91","34,538.25","34,818.27"
03/31/2022,"35,201.52","35,201.52","34,677.99","34,678.35"
03/30/2022,"35,273.63","35,361.36","35,058.58","35,228.81"
03/29/2022,"35,114.35","35,372.26","35,030.07","35,294.19"
03/28/2022,"34,833.03","34,957.93","34,552.23","34,955.89"
03/25/2022,"34,702.39","34,942.70","34,631.52","34,861.24"
03/24/2022,"34,406.81","34,713.56","34,355.42","34,707.94"
03/23/2022,"34,748.84","34,748.84","34,352.96","34,358.50"
03/22/2022,"34,583.24","34,882.03","34,583.24","34,807.46"
03/21/2022,"34,669.85","34,808.28","34,341.81","34,552.99"
03/18/2022,"34,466.72","34,755.20","34,279.83","34,754.93"
03/17/2022,"33,995.39","34,483.92","33,896.06","34,480.76"
03/16/2022,"33,653.93","34,075.94","33,391.24","34,063.10"
03/15/2022,"32,989.27","33,620.84","32,989.27","33,544.34"
03/14/2022,"33,000.37","33,395.59","32,818.16","32,945.24"
03/11/2022,"33,279.72","33,515.61","32,911.89","32,944.19"
03/10/2022,"33,106.77","33,236.59","32,819.76","33,174.07"
03/09/2022,"32,860.42","33,457.28","32,860.42","33,286.25"
03/08/2022,"32,885.17","33,402.98","32,578.73","32,632.64"
03/07/2022,"33,579.75","33,579.75","32,806.15","32,817.38"
03/04/2022,"33,655.43","33,655.43","33,254.12","33,614.80"
03/03/2022,"33,972.87","34,179.07","33,641.53","33,794.66"
03/02/2022,"33,379.51","34,013.67","33,379.51","33,891.35"
03/01/2022,"33,813.48","33,870.14","33,107.67","33,294.95"
02/28/2022,"33,870.62","33,963.63","33,469.31","33,892.60"
02/25/2022,"33,277.22","34,095.74","33,277.22","34,058.75"
02/24/2022,"32,830.33","33,269.34","32,272.64","33,223.83"
02/23/2022,"33,680.97","33,832.59","33,084.90","33,131.76"
02/22/2022,"33,974.09","34,024.74","33,364.29","33,596.61"
02/18/2022,"34,310.45","34,423.58","33,976.18","34,079.18"
02/17/2022,"34,858.47","34,858.47","34,246.23","34,312.03"
02/16/2022,"34,951.83","35,042.09","34,642.64","34,934.27"
02/15/2022,"34,686.19","35,047.79","34,686.19","34,988.84"
02/14/2022,"34,694.50","34,744.56","34,304.28","34,566.17"
02/11/2022,"35,267.89","35,431.15","34,620.52","34,738.06"
02/10/2022,"35,630.81","35,800.24","35,100.72","35,241.59"
02/09/2022,"35,614.90","35,824.28","35,614.90","35,768.06"
02/08/2022,"35,160.68","35,544.89","35,090.42","35,462.78"
02/07/2022,"35,108.38","35,325.01","34,993.98","35,091.13"
02/04/2022,"35,095.74","35,333.55","34,799.08","35,089.74"
02/03/2022,"35,520.08","35,535.94","35,071.06","35,111.16"
02/02/2022,"35,378.19","35,679.20","35,290.12","35,629.33"
02/01/2022,"35,151.47","35,441.09","34,977.95","35,405.24"
01/31/2022,"34,691.17","35,148.14","34,496.10","35,131.86"
01/28/2022,"34,135.24","34,731.77","33,807.51","34,725.47"
01/27/2022,"34,261.75","34,773.32","34,007.78","34,160.78"
01/26/2022,"34,520.82","34,815.67","33,876.48","34,168.09"
01/25/2022,"34,186.64","34,591.04","33,545.52","34,297.73"
01/24/2022,"34,070.61","34,420.99","33,150.33","34,364.50"
01/21/2022,"34,701.69","34,896.67","34,229.55","34,265.37"
01/20/2022,"35,102.66","35,490.20","34,670.12","34,715.39"
01/19/2022,"35,412.30","35,547.83","35,015.49","35,028.65"
01/18/2022,"35,661.76","35,661.76","35,262.02","35,368.47"
01/14/2022,"35,996.43","35,996.43","35,641.49","35,911.81"
01/13/2022,"36,312.49","36,513.88","36,044.22","36,113.62"
01/12/2022,"36,336.16","36,453.49","36,168.15","36,290.32"
01/11/2022,"36,058.85","36,271.47","35,769.38","36,252.02"
01/10/2022,"36,175.21","36,175.21","35,639.91","36,068.87"
01/07/2022,"36,249.59","36,382.84","36,111.53","36,231.66"
01/06/2022,"36,409.05","36,464.19","36,200.68","36,236.47"
01/05/2022,"36,722.60","36,952.65","36,400.39","36,407.11"
01/04/2022,"36,636.00","36,934.84","36,636.00","36,799.65"
01/03/2022,"36,321.59","36,595.82","36,246.45","36,585.06"
12/31/2021,"36,385.85","36,484.94","36,303.97","36,338.30"
12/30/2021,"36,522.48","36,679.44","36,372.13","36,398.08"
12/29/2021,"36,421.14","36,571.55","36,396.19","36,488.63"
12/28/2021,"36,302.99","36,527.26","36,302.99","36,398.21"
12/27/2021,"35,954.48","36,306.61","35,954.48","36,302.38"
12/23/2021,"35,782.42","36,060.99","35,782.42","35,950.56"
12/22/2021,"35,491.71","35,764.67","35,433.13","35,753.89"
12/21/2021,"35,069.50","35,508.96","35,069.50","35,492.70"
12/20/2021,"35,222.12","35,222.12","34,665.50","34,932.16"
12/17/2021,"35,800.11","35,800.11","35,284.26","35,365.44"
12/16/2021,"36,036.28","36,189.83","35,778.21","35,897.64"
12/15/2021,"35,549.35","35,943.84","35,389.30","35,927.43"
12/14/2021,"35,605.73","35,779.47","35,441.74","35,544.18"
12/13/2021,"35,958.93","35,958.93","35,609.53","35,650.95"
12/10/2021,"35,830.55","35,982.69","35,710.43","35,970.99"
12/09/2021,"35,722.26","35,864.24","35,577.14","35,754.69"
12/08/2021,"35,716.85","35,840.52","35,602.65","35,754.75"
12/07/2021,"35,423.99","35,819.47","35,423.99","35,719.43"
12/06/2021,"34,633.43","35,356.75","34,633.43","35,227.03"
12/03/2021,"34,692.78","34,801.31","34,264.57","34,580.08"
12/02/2021,"34,076.25","34,759.65","34,076.25","34,639.79"
12/01/2021,"34,678.94","35,004.64","34,006.98","34,022.04"
11/30/2021,"35,056.99","35,056.99","34,424.44","34,483.72"
11/29/2021,"35,017.71","35,287.91","34,895.89","35,135.94"
11/26/2021,"35,366.69","35,366.69","34,749.80","34,899.34"
11/24/2021,"35,752.31","35,825.47","35,591.03","35,804.38"
11/23/2021,"35,619.92","35,841.52","35,542.87","35,813.80"
11/22/2021,"35,631.41","35,929.66","35,615.55","35,619.25"
11/19/2021,"35,879.09","35,879.09","35,555.37","35,601.98"
11/18/2021,"35,901.69","35,952.63","35,654.39","35,870.95"
11/17/2021,"36,159.70","36,159.70","35,909.48","35,931.05"
11/16/2021,"36,076.18","36,316.61","36,076.18","36,142.22"
11/15/2021,"36,128.83","36,236.07","36,031.78","36,087.45"
11/12/2021,"35,963.78","36,147.63","35,934.59","36,100.31"
11/11/2021,"36,038.78","36,108.17","35,915.27","35,921.23"
11/10/2021,"36,299.25","36,346.61","36,009.50","36,079.94"
11/09/2021,"36,404.53","36,416.98","36,173.07","36,319.98"
11/08/2021,"36,416.46","36,565.73","36,334.42","36,432.22"
11/05/2021,"36,268.75","36,484.75","36,190.20","36,327.95"
11/04/2021,"36,107.46","36,168.03","35,986.48","36,124.23"
11/03/2021,"36,059.09","36,178.51","35,891.73","36,157.58"
11/02/2021,"35,935.11","36,088.81","35,884.13","36,052.63"
11/01/2021,"35,833.65","36,009.74","35,797.97","35,913.84"
10/29/2021,"35,712.28","35,852.53","35,633.20","35,819.56"
10/28/2021,"35,545.41","35,742.25","35,545.41","35,730.48"
10/27/2021,"35,835.43","35,835.43","35,490.43","35,490.69"
10/26/2021,"35,791.05","35,892.92","35,734.73","35,756.88"
10/25/2021,"35,692.62","35,787.04","35,629.37","35,741.15"
10/22/2021,"35,607.72","35,765.02","35,533.95","35,677.02"
10/21/2021,"35,520.32","35,612.36","35,442.53","35,603.08"
10/20/2021,"35,475.16","35,669.69","35,465.71","35,609.34"
10/19/2021,"35,325.37","35,462.68","35,290.12","35,457.31"
10/18/2021,"35,221.02","35,327.57","35,035.94","35,258.61"
10/15/2021,"35,023.63","35,320.97","35,023.63","35,294.76"
10/14/2021,"34,443.22","34,923.83","34,443.22","34,912.56"
10/13/2021,"34,372.71","34,449.83","34,115.10","34,377.81"
10/12/2021,"34,507.15","34,611.24","34,318.94","34,378.34"
10/11/2021,"34,723.79","34,951.35","34,486.51","34,496.06"
10/08/2021,"34,757.57","34,842.62","34,661.95","34,746.25"
10/07/2021,"34,509.72","34,975.19","34,509.72","34,754.94"
10/06/2021,"34,198.96","34,432.68","33,854.69","34,416.99"
10/05/2021,"34,035.25","34,490.95","34,035.25","34,314.67"
10/04/2021,"34,312.96","34,410.28","33,821.58","34,002.92"
10/01/2021,"33,930.70","34,490.56","33,785.54","34,326.46"
09/30/2021,"34,467.98","34,557.37","33,833.32","33,843.92"
09/29/2021,"34,360.08","34,580.42","34,305.96","34,390.72"
09/28/2021,"34,747.70","34,798.21","34,254.65","34,299.99"
09/27/2021,"34,739.27","35,061.12","34,739.27","34,869.37"
09/24/2021,"34,762.31","34,857.06","34,648.08","34,798.00"
09/23/2021,"34,296.30","34,879.78","34,296.30","34,764.82"
09/22/2021,"34,006.87","34,440.42","34,006.87","34,258.32"
09/21/2021,"34,025.61","34,313.88","33,914.02","33,919.84"
09/20/2021,"34,459.72","34,459.72","33,613.03","33,970.47"
09/17/2021,"34,737.86","34,779.86","34,519.63","34,584.88"
09/16/2021,"34,810.27","34,943.55","34,540.11","34,751.32"
09/15/2021,"34,580.95","34,880.77","34,522.03","34,814.39"
09/14/2021,"34,906.90","34,990.36","34,510.30","34,577.57"
09/13/2021,"34,665.50","34,939.10","34,665.50","34,869.63"
09/10/2021,"34,949.59","35,104.25","34,599.61","34,607.72"
09/09/2021,"35,013.08","35,199.89","34,847.30","34,879.38"
09/08/2021,"35,087.45","35,175.15","34,925.61","35,031.07"
09/07/2021,"35,373.24","35,373.24","35,060.90","35,100.00"
09/03/2021,"35,401.73","35,422.71","35,269.40","35,369.09"
09/02/2021,"35,353.06","35,475.40","35,348.48","35,443.82"
09/01/2021,"35,387.55","35,407.37","35,287.05","35,312.53"
08/31/2021,"35,391.38","35,449.79","35,289.86","35,360.73"
08/30/2021,"35,471.80","35,510.71","35,374.46","35,399.84"
08/27/2021,"35,231.11","35,479.18","35,231.11","35,455.80"
08/26/2021,"35,449.68","35,498.45","35,205.10","35,213.12"
08/25/2021,"35,388.77","35,501.14","35,287.63","35,405.50"
08/24/2021,"35,382.72","35,445.47","35,356.18","35,366.26"
08/23/2021,"35,160.97","35,428.91","35,160.97","35,335.71"
