Date;BTC;LTC;XRP;DOGE;DASH;ETH;ETC;ZEC;BCH;BSV
2019-09-18;10198,2480468750;77,9691314697;0,3137759864;0,0027190000;98,0797958374;211,3930358887;6,3951001167;52,8121871948;324,7208557129;125,8038558960
2019-09-19;10266,4150390625;77,0596237183;0,3024410009;0,0027089999;100,4766998291;221,2808532715;6,2300739288;51,5423431396;323,7028198242;122,8630294800
2019-09-20;10181,6416015625;75,1490936279;0,2944700122;0,0026720001;96,9974136353;218,0500488281;6,1667580605;48,9024925232;315,3677673340;122,9261550903
2019-09-21;10019,7167968750;73,5165252686;0,2894429862;0,0025859999;93,7065429688;215,5162048340;6,1405491829;47,9039154053;312,4773559570;122,4684066772
2019-09-22;10070,3925781250;72,6161193848;0,2789309919;0,0025919999;91,7555847168;211,5453796387;6,0277252197;46,2712020874;308,3019104004;119,9474105835
2019-09-23;9729,3242187500;66,8518905640;0,2686749995;0,0024860001;87,3924484253;201,9213104248;5,8403410912;44,3454933167;293,0653686523;113,9365386963
2019-09-24;8620,5664062500;55,8236389160;0,2352260053;0,0022280000;72,8979644775;168,1107330322;4,6421217918;36,1913223267;222,3507385254;83,7965316772
2019-09-25;8486,9931640625;57,6580085754;0,2464410067;0,0021970000;73,0893478394;170,8927001953;4,8363370895;38,1818962097;229,4131622314;86,8334197998
2019-09-26;8118,9677734375;55,5406188965;0,2437839955;0,0021550001;69,1903305054;166,7271270752;4,7080230713;35,1836662292;216,2006988525;83,9115447998
2019-09-27;8251,8457031250;56,3608474731;0,2440209985;0,0022209999;71,9716796875;174,7109985352;4,7024579048;37,7998237610;222,5586090088;84,9900512695
2019-09-28;8245,9150390625;55,6822471619;0,2425709963;0,0022340000;71,8521347046;174,5728912354;4,6852321625;40,5539169312;228,8345031738;84,4899597168
2019-09-29;8104,1855468750;54,3195457458;0,2413879931;0,0022229999;69,4375228882;170,5034790039;4,5779361725;38,0655899048;220,4302673340;82,7051086426
2019-09-30;8293,8681640625;56,0569076538;0,2559329867;0,0023870000;71,0884475708;179,8722076416;4,7097678185;38,7164115906;228,1228942871;87,4209747314
2019-10-01;8343,2763671875;56,0580749512;0,2495650053;0,0023880000;70,5130844116;177,3404235840;4,6392512321;38,3530158997;224,7619018555;84,9608688354
2019-10-02;8393,0419921875;56,5089263916;0,2535389960;0,0023510000;70,8585128784;180,7105102539;4,6961841583;38,2723274231;225,8936157227;84,9766464233
2019-10-03;8259,9921875000;56,5468139648;0,2478599995;0,0023250000;70,0404129028;175,1993408203;4,6217980385;37,4334449768;222,5790863037;83,1638641357
2019-10-04;8205,9394531250;56,8532104492;0,2539350092;0,0023600000;70,1218872070;176,9850006104;4,6156339645;37,4189453125;223,2508087158;83,6550445557
2019-10-05;8151,5004882812;56,8438720703;0,2534570098;0,0023220000;70,5921859741;176,3515167236;4,6155428886;36,9826431274;223,1653442383;82,5146942139
2019-10-06;7988,1557617188;55,4115676880;0,2577050030;0,0023459999;70,5401535034;173,0591430664;4,5456042290;36,2167968750;223,4119262695;82,1463394165
2019-10-07;8245,6230468750;57,7882995605;0,2756850123;0,0023900000;71,4663696289;181,1863403320;4,6940889359;37,6667289734;234,2361755371;84,3990783691
2019-10-08;8228,7832031250;57,3985862732;0,2784590125;0,0023459999;71,3768692017;182,0215606689;4,6488370895;36,8515052795;232,3572235107;84,5400695801
2019-10-09;8595,7402343750;59,4308662415;0,2816269994;0,0023880000;74,1218643188;193,2932586670;5,0737080574;38,2840118408;239,4439239502;91,4091033936
2019-10-10;8586,4736328125;57,7760848999;0,2720730007;0,0023320001;72,7978515625;191,6596679688;4,8493947983;37,5619392395;230,1062011719;88,7263793945
2019-10-11;8321,7568359375;56,2969703674;0,2710990012;0,0023449999;70,5016250610;182,5696868896;4,6827530861;36,4035110474;222,5940093994;84,6056976318
2019-10-12;8336,5556640625;55,9828681946;0,2731910050;0,0023399999;71,1110610962;180,8266448975;4,7267608643;36,7058143616;225,1019897461;87,1377716064
2019-10-13;8321,0058593750;56,7139968872;0,2777650058;0,0024470000;70,9139099121;182,0751495361;4,7611980438;37,0669517517;224,1232452393;86,6564636230
2019-10-14;8374,6865234375;56,9754028320;0,2965230048;0,0025450001;71,3218002319;186,9609069824;4,8049697876;37,2206878662;228,5892333984;87,2074661255
2019-10-15;8205,3691406250;54,9442062378;0,2887020111;0,0025100000;71,6474227905;181,4060668945;4,5692629814;37,0230216980;222,8277893066;89,5214462280
2019-10-16;8047,5268554688;52,9231071472;0,2846400142;0,0026070001;68,5026473999;176,0135040283;4,4546098709;36,0996093750;218,2031097412;88,3486557007
2019-10-17;8103,9111328125;54,8844757080;0,3023149967;0,0027550000;69,2678527832;178,0283508301;4,5136280060;36,3067436218;221,4342041016;89,6873474121
2019-10-18;7973,2075195312;53,4916915894;0,2950049937;0,0027060001;68,1663970947;173,6213378906;4,4355139732;35,9802093506;212,6489105225;90,4636917114
2019-10-19;7988,5605468750;54,0345726013;0,2930220068;0,0027429999;67,7224807739;172,9130249023;4,4451217651;36,0489196777;213,9808654785;90,2994003296
2019-10-20;8222,0781250000;54,9343795776;0,2941789925;0,0027300001;69,3013839722;175,5343780518;4,5173959732;36,4151573181;224,9257354736;94,7042617798
2019-10-21;8243,7207031250;54,9382972717;0,2929790020;0,0027739999;69,0208663940;174,9209899902;4,6018028259;36,8911705017;233,2569580078;112,6655426025
2019-10-22;8078,2031250000;53,7443618774;0,2916069925;0,0025650000;67,5914230347;172,3008575439;4,4768757820;35,9442558289;228,0449523926;106,3516540527
2019-10-23;7514,6718750000;49,6279563904;0,2741430104;0,0024949999;63,1857261658;162,4027862549;4,2584772110;33,0491333008;210,3764801025;97,5531921387
2019-10-24;7493,4887695312;50,0676651001;0,2784909904;0,0025380000;63,3103981018;162,1685485840;4,3045620918;33,4423980713;214,0478820801;106,8905792236
2019-10-25;8660,7001953125;56,9390106201;0,2981649935;0,0026839999;70,3606338501;181,5232086182;4,7513589859;37,2209548950;259,1669006348;133,5274047852
2019-10-26;9244,9726562500;56,7752532959;0,2936989963;0,0026219999;70,7252273560;179,8354797363;4,5785398483;36,0774650574;252,5070190430;138,7203063965
2019-10-27;9551,7148437500;59,9139900208;0,2980999947;0,0026540000;71,7589492798;184,2422180176;4,7978029251;37,4645462036;261,2515869141;140,4682464600
2019-10-28;9256,1484375000;58,1268386841;0,2960070074;0,0026459999;72,2648468018;182,6628112793;4,7655830383;38,0447807312;265,4108581543;138,2755889893
2019-10-29;9427,6875000000;59,8696250916;0,3019559979;0,0026550000;73,5105819702;190,3425750732;4,9349651337;39,1969833374;288,9575500488;141,2641296387
2019-10-30;9205,7265625000;58,4209709167;0,2965550125;0,0026159999;72,5544281006;184,6921691895;4,8178310394;38,6922111511;290,6281738281;135,8783874512
2019-10-31;9199,5849609375;58,7806854248;0,2963579893;0,0026149999;72,1737594604;183,9669189453;4,8398771286;37,9049911499;284,4766540527;129,7899475098
2019-11-01;9261,1044921875;58,5836448669;0,2926419973;0,0026300000;72,0842895508;183,9698944092;4,8852767944;37,8195724487;279,1373596191;129,8045349121
2019-11-02;9324,7177734375;58,5970268250;0,2962630093;0,0026270000;72,4514160156;183,9257202148;4,9423627853;37,8522872925;290,7164611816;132,0773315430
2019-11-03;9235,3544921875;58,6251907349;0,2912609875;0,0026370001;71,4179687500;182,4250183105;4,9009242058;37,2080879211;292,7105712891;129,5755157471
2019-11-04;9412,6123046875;61,5730552673;0,2999370098;0,0026140001;72,8202743530;186,3551940918;4,9743900299;37,9262809753;291,8466186523;132,3811950684
2019-11-05;9342,5273437500;63,3027648926;0,3012549877;0,0026240000;74,3753128052;189,3041687012;5,0342359543;38,7653198242;293,7068786621;138,1662292480
2019-11-06;9360,8798828125;64,2687454224;0,3100860119;0,0026280000;74,5590820312;191,5938415527;5,0856437683;39,0216674805;306,2286987305;139,5082092285
2019-11-07;9267,5615234375;61,8432235718;0,2924309969;0,0027250000;73,0257873535;187,9765472412;5,2601537704;38,7697677612;293,5040893555;133,8142852783
2019-11-08;8804,8808593750;60,5299186707;0,2769530118;0,0026529999;69,7640914917;184,2114715576;4,9933829308;36,5246124268;277,9786071777;124,7252731323
2019-11-09;8813,5820312500;61,9547119141;0,2801960111;0,0027129999;69,8630905151;185,0287170410;4,9593210220;36,8053398132;282,7441711426;130,0020294189
2019-11-10;9055,5263671875;63,8414649963;0,2802039981;0,0027749999;71,5692138672;189,4772796631;5,0526208878;37,6907997131;293,4754943848;134,7499694824
2019-11-11;8757,7880859375;61,8991088867;0,2750859857;0,0027150000;70,3617935181;185,4896392822;4,9008312225;36,7465400696;287,1585998535;131,8100433350
2019-11-12;8815,6621093750;61,3402976990;0,2724179924;0,0027250000;70,3759994507;186,8434143066;4,9052901268;36,8768539429;289,2414550781;131,9125518799
2019-11-13;8808,2626953125;61,1113471985;0,2730360031;0,0026980001;69,9960632324;188,2587432861;4,8629550934;36,9844131470;286,4934692383;129,5702819824
2019-11-14;8708,0947265625;59,4298934937;0,2703909874;0,0026799999;69,1552047729;185,9996337891;4,7827057838;36,6462059021;279,5598144531;126,7815246582
2019-11-15;8491,9921875000;57,8117103577;0,2616539896;0,0026570000;68,2087478638;180,5211791992;4,5657482147;36,2115097046;264,7102050781;123,8286666870
2019-11-16;8550,7607421875;58,5654373169;0,2638860047;0,0026690001;68,4068298340;183,3483581543;4,6665987968;36,1570587158;267,6974182129;124,4440155029
2019-11-17;8577,9755859375;59,5732269287;0,2652530074;0,0026479999;68,3045654297;185,1192321777;4,6504259109;36,1228065491;268,7431945801;124,3419647217
2019-11-18;8309,2861328125;56,8009490967;0,2556529939;0,0025760001;65,3197784424;180,5596008301;4,4395589828;35,1331710815;250,1840820312;117,8784255981
2019-11-19;8206,1455078125;55,6239852905;0,2565000057;0,0025480001;65,8148269653;177,4555511475;4,4244408607;34,3149108887;244,4062042236;110,4828643799
2019-11-20;8027,2680664062;55,2909240723;0,2513639927;0,0025559999;63,9722213745;175,6983489990;4,3696141243;33,9135398865;244,2406311035;106,5528945923
2019-11-21;7642,7500000000;50,8830528259;0,2437659949;0,0024260001;60,5390892029;161,4627227783;4,1812601089;31,3578643799;226,5988769531;100,2551116943
2019-11-22;7296,5776367188;47,6155357361;0,2316000015;0,0023620001;55,5367202759;150,2681732178;3,8938169479;29,1896324158;208,9272766113;96,9480667114
2019-11-23;7397,7968750000;48,7064895630;0,2361879945;0,0025050000;55,3825187683;153,4177856445;4,0472421646;29,9244670868;217,3383636475;109,2382736206
2019-11-24;7047,9169921875;44,7342262268;0,2231840044;0,0023650001;51,9566497803;142,8347015381;3,7622649670;27,6841259003;205,1488037109;100,4082107544
2019-11-25;7146,1337890625;45,8303375244;0,2186219990;0,0022859999;50,2302093506;146,4765319824;3,7907838821;27,3543529510;209,2351226807;104,5395431519
2019-11-26;7218,3710937500;47,2733421326;0,2221450061;0,0022910000;50,7137908936;148,9650726318;3,8982191086;28,5015163422;212,9339752197;107,7908096313
2019-11-27;7531,6635742188;48,0088043213;0,2250809968;0,0023390001;50,8308219910;153,0105590820;3,9601368904;28,5526103973;220,4140625000;107,8636474609
2019-11-28;7463,1059570312;47,0569496155;0,2245700061;0,0023129999;52,4476394653;151,7175750732;3,9545359612;28,6799564362;218,7379455566;106,3404846191
2019-11-29;7761,2436523438;48,8791580200;0,2302169949;0,0024560001;57,1226272583;155,3041534424;4,0962209702;29,4613513947;224,8083801270;109,5177993774
2019-11-30;7569,6298828125;47,4754295349;0,2264740020;0,0023200000;55,2293853760;152,5396881104;3,9592149258;29,0558776855;218,9078674316;107,6802368164
2019-12-01;7424,2924804688;47,7111701965;0,2253330052;0,0022920000;53,2775726318;151,1857299805;3,9421269894;28,0298309326;216,1696472168;104,2931518555
2019-12-02;7321,9882812500;45,8170166016;0,2195809931;0,0022350000;51,8033180237;149,0591583252;3,8680028915;27,7889022827;215,6574707031;100,5247955322
2019-12-03;7320,1455078125;45,3816032410;0,2198700011;0,0022169999;51,5779838562;147,9564208984;3,8472709656;27,4561729431;212,8588256836;95,9634933472
2019-12-04;7252,0346679688;45,1929512024;0,2163480073;0,0022080000;50,8060874939;146,7477416992;3,7816760540;26,9454364777;209,2947845459;95,4359054565
2019-12-05;7448,3076171875;45,3016395569;0,2229280025;0,0022229999;50,4871368408;149,2489929199;3,8145399094;30,4325637817;213,2892761230;95,9294433594
2019-12-06;7546,9965820312;45,6701202393;0,2255049944;0,0022260000;52,5736389160;149,1944427490;3,8947770596;29,2778091431;213,2167053223;97,0109710693
2019-12-07;7556,2377929688;45,6404914856;0,2284449935;0,0022300000;52,8058242798;148,7681579590;3,8910648823;29,7542800903;212,6498718262;96,3472595215
2019-12-08;7564,3452148438;45,9529457092;0,2304349989;0,0022380000;52,1950721741;151,2647247314;3,9234519005;29,4817790985;214,3563842773;97,4461135864
2019-12-09;7400,8994140625;44,9392433167;0,2254520059;0,0022080000;51,5136718750;148,2251739502;3,8177700043;31,1921920776;209,8517608643;95,4589614868
2019-12-10;7278,1196289062;44,6442413330;0,2243019938;0,0022040000;50,2408943176;146,2670440674;3,8031370640;30,2212238312;208,2995605469;96,4015350342
2019-12-11;7217,4272460938;43,9456977844;0,2220530063;0,0021850001;49,7564964294;143,6080017090;3,7778620720;31,3971233368;207,1809692383;94,6426544189
2019-12-12;7243,1342773438;44,0821685791;0,2198590040;0,0021879999;50,1850433350;145,6040039062;3,8404269218;31,9884681702;207,7120361328;93,0680923462
2019-12-13;7269,6845703125;44,4505805969;0,2207549959;0,0021750000;50,7109947205;144,9447479248;3,8611619473;33,4228439331;211,0898895264;93,3757095337
2019-12-14;7124,6738281250;43,7221870422;0,2173559964;0,0021700000;49,9434318542;142,8692321777;3,8204898834;32,3187332153;207,4953613281;93,0285491943
2019-12-15;7152,3017578125;43,7568283081;0,2186010033;0,0021540001;51,0347633362;143,1149902344;3,8226919174;33,0717658997;207,3648223877;93,4809417725
2019-12-16;6932,4804687500;40,3742599487;0,2072249949;0,0021210001;46,4206008911;133,6140289307;3,6997969151;29,7125835419;197,1459197998;89,6010742188
2019-12-17;6640,5151367188;37,0834274292;0,1836989969;0,0020180000;41,3719444275;122,6038894653;3,4723870754;27,7515792847;177,4078979492;81,0123901367
2019-12-18;7276,8027343750;40,7785453796;0,1961760074;0,0021830001;44,5170593262;133,0921936035;3,7765140533;29,3342838287;189,7341308594;86,3267288208
2019-12-19;7202,8442382812;39,9202957153;0,1908189952;0,0021230001;43,5358467102;129,3211364746;3,7650411129;28,7674541473;187,6325836182;85,5378417969
2019-12-20;7218,8164062500;40,2901573181;0,1953160018;0,0020750000;43,5243797302;129,0660552979;4,0629959106;28,5050525665;188,1712493896;88,5258331299
2019-12-21;7191,1586914062;39,9968299866;0,1940820068;0,0020840000;43,0477027893;128,1309509277;4,1026320457;28,5062770844;187,7408752441;85,3388137817
2019-12-22;7511,5888671875;41,9651908875;0,1969780028;0,0021150000;44,3430786133;132,3725128174;4,2037830353;29,2231254578;196,6617736816;88,0383071899
2019-12-23;7355,6284179688;40,8474731445;0,1909430027;0,0020730000;43,0504341125;128,6140899658;4,0089669228;28,3961181641;190,5197601318;86,3372955322
2019-12-24;7322,5322265625;40,6780166626;0,1921979934;0,0020730000;42,0236282349;129,0638885498;3,9638409615;28,2550182343;189,4975280762;87,6079254150
2019-12-25;7275,1557617188;40,6295623779;0,1907189935;0,0020880001;41,2472610474;126,4546356201;4,0793728828;27,7044773102;187,1773223877;86,8079910278
2019-12-26;7238,9667968750;40,2660369873;0,1903939992;0,0020580001;40,1620140076;126,3612213135;4,5064110756;27,7433738708;188,5613861084;87,6206893921
2019-12-27;7290,0883789062;41,1781730652;0,1911019981;0,0020530000;39,8737068176;127,2146072388;4,5249199867;27,8041439056;203,3274688721;90,5726470947
2019-12-28;7317,9902343750;42,8425216675;0,1932220012;0,0020639999;41,8912734985;128,3227081299;4,4203109741;28,2001819611;206,4109802246;94,3509445190
2019-12-29;7422,6528320312;43,6706581116;0,1970510036;0,0020679999;44,7500686646;134,7579803467;4,6605529785;29,2517452240;212,9558563232;100,3560409546
2019-12-30;7292,9951171875;42,7473373413;0,1944739968;0,0020540000;42,5748405457;132,6334838867;4,6411638260;28,5473251343;209,4047698975;96,9765090942
2019-12-31;7193,5991210938;41,3400726318;0,1928939968;0,0020280001;41,1951942444;129,6108551025;4,4969549179;27,6262950897;204,6231689453;97,0788269043
2020-01-01;7200,1743164062;42,0177192688;0,1926670074;0,0020330001;41,8657913208;130,8020019531;4,5027918816;28,0501651764;204,3975372314;97,2017974854
2020-01-02;6985,4702148438;39,8230133057;0,1880429983;0,0020089999;40,2232589722;127,4101791382;4,2558879852;27,1180725098;195,6985626221;92,8379135132
2020-01-03;7344,8842773438;42,4155731201;0,1935209930;0,0021450000;44,0219612122;134,1717071533;4,5762372017;28,6186809540;222,4129791260;102,6099624634
2020-01-04;7410,6567382812;43,3266067505;0,1943549961;0,0022410001;46,4518661499;135,0693664551;4,7268419266;30,2386798859;226,0186920166;109,6670913696
2020-01-05;7411,3173828125;43,5532073975;0,1955370009;0,0024190000;51,4792327881;136,2767791748;4,9078989029;31,0212745667;224,0965270996;110,8650894165
2020-01-06;7769,2192382812;45,8163528442;0,2215099931;0,0024629999;56,6997756958;144,3041534424;5,0461192131;32,8929595947;244,5572052002;117,8140411377
2020-01-07;8163,6923828125;46,4245834351;0,2139170021;0,0024329999;54,8189277649;143,5439910889;4,8345971107;32,4855957031;243,2584991455;114,0628128052
2020-01-08;8079,8627929688;45,6537666321;0,2090259939;0,0022930000;52,9168548584;141,2581329346;4,9733958244;30,9754543304;241,0552215576;114,1733703613
2020-01-09;7879,0712890625;45,2159309387;0,2048989981;0,0022559999;50,8938064575;138,9792022705;5,2125759125;31,1024322510;239,2226104736;117,7422943115
2020-01-10;8166,5541992188;48,7273292542;0,2123059928;0,0023560000;56,5862770081;143,9637756348;5,3357491493;33,6524200439;270,7252807617;171,1642303467
2020-01-11;8037,5375976562;49,2637672424;0,2118510008;0,0023139999;63,4023208618;142,9271087646;5,5801081657;34,9676132202;260,6799926758;150,7318725586
2020-01-12;8192,4941406250;51,0807380676;0,2156330049;0,0023810000;66,3003692627;145,8739318848;5,5641098022;35,7085456848;268,2370605469;165,0128021240
2020-01-13;8144,1943359375;49,7337684631;0,2126169950;0,0023580000;69,5831146240;144,2265930176;5,4968500137;38,3665542603;267,5228271484;174,3273620605
2020-01-14;8827,7646484375;58,4782333374;0,2346870005;0,0024699999;88,6984329224;165,9553527832;6,8097381592;43,9814224243;350,2635192871;422,7356872559
2020-01-15;8807,0107421875;58,0528488159;0,2328950018;0,0023690001;132,2729492188;166,2306823730;7,9760961533;54,8167991638;339,3953247070;312,7556457520
2020-01-16;8723,7861328125;57,6182556152;0,2285739928;0,0023449999;128,1599426270;164,3910064697;8,3777236938;50,9279365540;325,9784851074;312,8806762695
2020-01-17;8929,0380859375;61,4871253967;0,2387759984;0,0024900001;114,3820724487;170,7799530029;9,5196256638;61,6604003906;366,9769897461;286,4017944336
2020-01-18;8942,8085937500;59,4086456299;0,2432859987;0,0025070000;101,5610427856;175,3656768799;8,3291568756;51,3089828491;339,1162719727;249,1907196045
2020-01-19;8706,2451171875;57,8006935120;0,2355850041;0,0024049999;104,7948684692;166,9698486328;8,5089530945;51,4914016724;338,3051147461;276,9186401367
2020-01-20;8657,6425781250;57,2032623291;0,2332960069;0,0023739999;109,5666503906;167,1205139160;8,6737270355;53,7715492249;343,8071594238;301,6965942383
2020-01-21;8745,8945312500;57,6478805542;0,2371660024;0,0023759999;110,8613433838;169,6971588135;8,9456033707;53,3858795166;343,4217834473;314,5277099609
2020-01-22;8680,8759765625;58,3547248840;0,2360560000;0,0023230000;107,6467819214;168,2941589355;9,3379631042;52,1873893738;347,2313232422;308,9052734375
2020-01-23;8406,5156250000;54,6302604675;0,2261040062;0,0022680000;102,4093856812;162,9285583496;8,4634542465;49,2163887024;324,8680114746;259,1357727051
2020-01-24;8445,4345703125;54,5317878723;0,2230409980;0,0022760001;100,8265762329;163,0511779785;8,6231679916;49,0222511292;319,5209045410;266,9757690430
2020-01-25;8367,8476562500;53,6977882385;0,2204270065;0,0022570000;102,1556777954;161,2839355469;8,4334583282;49,0734901428;311,3583374023;261,8514404297
2020-01-26;8596,8300781250;56,2127151489;0,2306859940;0,0023050001;111,0049285889;168,0771026611;9,1437730789;53,6462898254;346,9978637695;274,1991882324
2020-01-27;8909,8193359375;58,7632675171;0,2312220037;0,0023680001;113,2683105469;170,9308929443;10,4249353409;55,2389106750;362,6493225098;300,3503112793
2020-01-28;9358,5898437500;60,6718177795;0,2384880036;0,0024500000;116,2045898438;176,3703155518;11,5303459167;56,8142623901;378,8591308594;294,7631225586
2020-01-29;9316,6298828125;60,0779342651;0,2357300073;0,0023900000;122,0426483154;175,0503387451;12,3198118210;62,0206871033;381,5235290527;287,9704284668
2020-01-30;9508,9931640625;68,1590652466;0,2436420023;0,0024400000;122,4720764160;184,6904754639;12,2743053436;66,5960617065;392,9721374512;298,8234252930
2020-01-31;9350,5292968750;67,8794937134;0,2392330021;0,0023940001;116,4260711670;180,1601715088;11,3009462357;66,5331573486;375,3895568848;272,3962097168
2020-02-01;9392,8750000000;70,8200149536;0,2414550036;0,0024220000;117,4696578979;183,6739501953;11,5416965485;66,0199584961;381,0133666992;278,6494445801
2020-02-02;9344,3652343750;70,2315444946;0,2507340014;0,0024679999;115,6194839478;188,6175384521;11,3887367249;66,5535736084;378,2730102539;276,7426147461
2020-02-03;9293,5214843750;69,7802200317;0,2546269894;0,0024400000;116,1980667114;189,8650665283;11,7924604416;65,6340713501;383,8786926270;280,7286071777
2020-02-04;9180,9628906250;68,1957778931;0,2668080032;0,0025030000;111,1360702515;189,2505950928;11,4325742722;64,3216400146;380,5999755859;272,0567321777
2020-02-05;9613,4238281250;72,4931030273;0,2774679959;0,0025820001;122,2660217285;204,2302398682;12,3381700516;71,1160736084;442,0081481934;298,8831787109
2020-02-06;9729,8017578125;73,3886871338;0,2822139859;0,0026529999;119,7683944702;212,3390808105;12,0986356735;69,9215621948;442,7859191895;295,6504211426
2020-02-07;9795,9433593750;74,3561172485;0,2792840004;0,0027689999;118,5126571655;222,7260589600;11,7027883530;68,6576995850;439,7534179688;295,7012023926
2020-02-08;9865,1191406250;76,4675674438;0,2772429883;0,0031590001;125,9009933472;223,1465148926;11,6727895737;69,8771820068;443,5063171387;336,2476501465
2020-02-09;10116,6738281250;77,0925827026;0,2824569941;0,0032319999;127,5517883301;228,5785675049;11,7101068497;71,1109771729;449,8135986328;350,0896301270
2020-02-10;9856,6113281250;74,3350982666;0,2740800083;0,0029859999;127,3459167480;223,5227050781;11,8390102386;69,9862289429;452,8875122070;352,3561401367
2020-02-11;10208,2363281250;76,5973968506;0,2801409960;0,0030410001;128,8860321045;235,8511962891;11,9475345612;72,4273529053;461,2581787109;363,3983154297
2020-02-12;10326,0546875000;81,2974472046;0,3043929935;0,0030930000;133,5493469238;265,4061279297;12,2429218292;73,0881729126;475,4805297852;366,7179565430
2020-02-13;10214,3798828125;80,4034271240;0,3267059922;0,0030260000;130,9490509033;268,0992431641;12,0420513153;71,9933853149;474,3179931641;359,0411376953
2020-02-14;10312,1162109375;82,9903488159;0,3348219991;0,0031300001;132,6002044678;284,2174987793;11,9807691574;72,8014526367;491,1606445312;360,3900146484
2020-02-15;9889,4248046875;76,5132446289;0,3062359989;0,0029200001;121,8533020020;264,7285766602;10,3881473541;64,4917907715;437,6649475098;310,0778198242
2020-02-16;9934,4335937500;75,1525878906;0,2950339913;0,0027739999;111,7756500244;259,8947143555;9,6354732513;60,4972953796;415,9406433105;285,8675231934
2020-02-17;9690,1425781250;73,2513046265;0,2865720093;0,0027119999;114,5062179565;266,3634338379;9,6099643707;64,5612640381;409,3445739746;309,4416198730
2020-02-18;10141,9960937500;77,0351791382;0,2979130149;0,0028390000;115,6442413330;281,9445800781;9,8223667145;65,6957397461;418,8741760254;309,1070556641
2020-02-19;9633,3867187500;71,1359405518;0,2776019871;0,0026240000;106,6055450439;259,7639770508;8,8790369034;62,3304023743;382,2194213867;288,7273864746
2020-02-20;9608,4755859375;69,6248474121;0,2723959982;0,0026590000;105,5498046875;257,9494628906;8,9017610550;60,9586029053;372,4815979004;285,4997253418
2020-02-21;9686,4414062500;73,4509201050;0,2749379873;0,0026479999;107,9375457764;265,6006164551;9,4332914352;61,7443237305;379,3971862793;289,4433898926
2020-02-22;9663,1816406250;75,1330795288;0,2759009898;0,0026010000;104,6959075928;262,3317260742;9,5224246979;60,9480857849;373,8331298828;280,4067993164
2020-02-23;9924,5156250000;79,5366516113;0,2827109993;0,0026799999;108,1451339722;273,7541503906;9,7346553802;63,3479690552;401,6355285645;294,3893737793
2020-02-24;9650,1748046875;75,5356216431;0,2706269920;0,0025899999;103,5969467163;265,2164306641;9,3430986404;60,7808952332;377,5785827637;277,3788146973
2020-02-25;9341,7050781250;71,1802444458;0,2534120083;0,0024760000;96,2012481689;247,8175964355;9,2592411041;57,2000274658;353,9774475098;259,7648620605
2020-02-26;8820,5224609375;61,0143089294;0,2308509946;0,0023390001;84,8760452271;225,6802673340;7,6802840233;51,6023063660;316,6441345215;225,0285491943
2020-02-27;8784,4941406250;61,5078849792;0,2371159941;0,0023240000;88,5243453979;226,7533874512;7,6847047806;52,5438079834;323,2856750488;226,5533905029
2020-02-28;8672,4550781250;59,7639579773;0,2362959981;0,0022890000;87,8974075317;226,7604980469;7,4375519753;50,6316604614;313,6275329590;215,9731445312
2020-02-29;8599,5087890625;58,5432624817;0,2311930060;0,0022350000;85,8921661377;219,8485107422;7,4074797630;49,3115158081;308,3262329102;212,2919921875
2020-03-01;8562,4541015625;57,9566879272;0,2288459986;0,0022750001;85,1055984497;218,9705963135;7,7625770569;49,2784767151;313,3034667969;228,5179138184
2020-03-02;8869,6699218750;60,9955482483;0,2387470007;0,0023490000;89,7381744385;230,5697784424;8,4008636475;51,9756393433;336,7932739258;251,4146881104
2020-03-03;8787,7861328125;61,1444778442;0,2343810052;0,0024989999;88,5899734497;224,4796295166;8,4974555969;50,8992843628;329,2382507324;246,4846649170
2020-03-04;8755,2460937500;60,3824195862;0,2345300019;0,0023980001;87,0112838745;224,5179748535;7,9526309967;50,1578979492;319,2500915527;231,2154235840
2020-03-05;9078,7626953125;62,0454597473;0,2395820022;0,0025060000;90,1412277222;229,2681884766;8,1991043091;51,9953956604;337,2448120117;240,6180267334
2020-03-06;9122,5458984375;63,0256004333;0,2440879941;0,0024959999;93,2486343384;243,5252990723;8,1951961517;53,0829582214;348,8934936523;245,0747528076
2020-03-07;8909,9541015625;60,5463104248;0,2370709926;0,0024049999;88,3277587891;237,8530883789;7,8194022179;50,6425933838;330,8061218262;234,2283172607
2020-03-08;8108,1162109375;51,7285995483;0,2069039941;0,0021869999;74,8207778931;200,6890563965;6,4937849045;43,1280212402;276,1997985840;197,9492645264
2020-03-09;7923,6445312500;50,1681480408;0,2091809958;0,0022140001;73,4246978760;201,9863281250;6,9255690575;41,8930091858;273,2071228027;199,1755523682
2020-03-10;7909,7294921875;50,2563896179;0,2122350037;0,0022070000;74,8330383301;200,7672424316;6,8110561371;41,5065383911;271,7152404785;198,8307189941
2020-03-11;7911,4301757812;48,4637832642;0,2080959976;0,0021840001;72,0734252930;194,8685302734;6,5772891045;40,0440635681;266,8554687500;190,5147094727
2020-03-12;4970,7880859375;30,9308834076;0,1396349967;0,0015369999;45,5292015076;112,3471221924;3,9639461040;26,4970893860;152,2249908447;108,7858276367
2020-03-13;5563,7070312500;37,4379539490;0,1593520045;0,0017380000;50,9260902405;133,2018127441;4,8461232185;27,3264980316;176,4947204590;120,8989562988
